False,273.1122,110.2737,59151.9022336,466.5,502
False,267.0786,109.6588,59151.9338496,468.5,502
False,260.5078,109.549,59151.9648768,481.5,502
False,254.0826,109.5209,59151.9966464,486,502
True,246.9021,108.4754,59152.0291712,478.5,502
True,240.3788,106.4055,59152.0609536,480.5,502
True,233.9718,103.5227,59152.0927104,466.5,502
True,228.2169,100.8532,59152.1246848,466.5,502
True,224.0183,99.62389,59152.1569792,491,502
True,221.8707,99.50166,59152.1887744,500,502
True,221.5983,100.6476,59152.2208896,507,502
True,222.8994,102.5489,59152.2528128,465.5,502
True,224.2445,103.7499,59152.3018496,474.5,502
True,226.0715,104.4792,59152.3368192,461.5,502
True,226.6848,104.6747,59152.3650688,478.5,502
True,226.9556,104.8673,59152.397632,496,502
True,226.8239,105.1592,59152.429376,515,502
True,226.3973,105.3849,59152.461056,511,502
True,226.3253,105.4944,59152.4932608,518.5,502
True,226.2869,105.596,59152.5250816,528,502
True,226.0394,105.2971,59152.5575168,529.5,502
True,225.9521,105.2937,59152.589184,525.5,502
True,226.0641,105.3203,59152.6211712,525,502
True,225.7188,105.009,59152.6526976,537.5,502
True,225.5706,104.8228,59152.7025408,538,502
True,225.1441,105.0531,59152.7340416,542.5,502
True,224.441,105.0436,59152.7654144,551,502
True,224.0709,105.0117,59152.7973632,541,502
True,223.8163,105.0558,59152.8287872,547,502
True,224.2883,105.2859,59152.8614016,537,502
True,224.3997,105.3673,59152.8932992,530,502
True,224.777,105.5948,59152.9249152,524,502
True,224.2509,105.8223,59152.9567616,535.5,502
True,223.9717,106.1511,59152.9888128,529.5,502
True,222.4053,106.5149,59153.02144,558,502
True,220.3665,106.9501,59153.0535168,577.5,502
True,216.7437,107.0456,59153.1023488,599,502
True,213.0075,107.056,59153.1337088,577.5,502
True,208.8776,107.1342,59153.1650816,569,502
True,206.2081,106.9267,59153.196736,584,502
True,204.2205,106.4653,59153.2288512,602.5,502
True,200.5044,105.6847,59153.26144,610,502
True,194.8649,105.0849,59153.2932608,601,502
True,189.2667,106.4199,59153.3248896,635.5,502
True,182.3763,107.437,59153.3568768,601,502
True,174.5365,107.3431,59153.3899136,612,502
True,166.3804,105.5768,59153.4208,612,502
True,160.4727,106.1404,59153.453248,640,502
True,155.0662,107.4129,59153.5018112,672,502
True,146.9995,107.8151,59153.5338496,650,502
True,139.141,106.8172,59153.5651328,611,502
True,131.1765,104.7172,59153.596864,567.5,502
True,125.3676,103.2678,59153.6291456,613,502
True,121.0695,102.2874,59153.6607488,664.5,502
True,117.5993,101.2262,59153.6933632,705,502
True,111.9715,98.04214,59153.7259008,708,502
True,104.6471,93.01393,59153.7572608,646,502
True,97.72896,87.76684,59153.7889536,594,502
True,95.36765,86.74975,59153.8209792,495.5,502
True,81.98093,72.55286,59153.8529152,288.5,502
True,81.43558,73.6535,59153.901952,595,502
True,77.38444,70.58678,59153.9335424,724,502
True,72.3989,64.53765,59153.9651072,633,502
True,68.86342,59.32559,59153.996928,667.5,502
True,66.8759,56.1136,59154.0289536,714.5,502
True,64.76823,55.34474,59154.0609536,745,502
True,63.72416,54.25916,59154.0933888,759.5,502
True,62.88728,51.77893,59154.125376,723,502
True,61.70376,48.8946,59154.1569664,651.5,502
True,61.34135,44.13599,59154.1889536,603,502
True,63.57083,40.27242,59154.2209664,596.5,502
True,66.49693,36.3699,59154.2531968,624.5,502
True,69.33231,34.13683,59154.3029376,648,502
True,73.65705,32.77761,59154.333248,676,502
True,78.25392,31.69206,59154.36576,722,502
True,85.05255,30.82828,59154.3972992,675.5,502
True,90.62904,31.22678,59154.4290432,682,502
True,94.9229,31.13024,59154.4610944,668,502
True,100.3076,31.0034,59154.4936704,687,502
True,108.2423,31.3205,59154.5253888,701.5,502
True,116.549,31.77322,59154.5574528,646,502
True,125.1436,33.00583,59154.5889664,600,502
True,132.4752,33.41518,59154.6215936,588.5,502
True,138.0866,32.6057,59154.6535936,631.5,502
True,144.2638,32.5052,59154.7029888,656.5,502
True,151.2044,32.76113,59154.7334016,647.5,502
True,158.6801,33.0188,59154.7659136,620.5,502
True,166.8204,33.70745,59154.7969408,588.5,502
True,172.965,34.24366,59154.8291712,591,502
True,177.5149,34.81051,59154.8610432,628,502
True,183.3181,36.01205,59154.893376,622.5,502
True,188.3916,37.3978,59154.9250816,561,502
True,193.4213,39.81215,59154.9570176,562.5,502
True,197.6867,42.25607,59154.9889408,556.5,502
True,201.6918,44.54813,59155.0210432,583.5,502
True,206.9107,46.78423,59155.0532992,619.5,502
True,213.7726,49.74428,59155.10272,612,502
True,222.7521,51.78205,59155.1333504,585,502
True,231.5318,53.40835,59155.1659008,551,502
True,238.7503,54.5745,59155.197056,566,502
True,245.8064,54.05556,59155.2291968,594,502
False,254.7316,53.20506,59155.2611072,592.5,502
False,263.8101,53.42643,59155.2930944,546,502
False,271.9824,53.92795,59155.3253888,539,502
False,277.8539,53.73738,59155.3574784,568,502
False,283.7635,53.05309,59155.3893632,574.5,502
False,291.1915,53.13812,59155.4210304,578,502
False,298.1781,54.30258,59155.4530048,569,502
False,305.1665,55.32119,59155.5018496,562.5,502
False,311.4983,56.21572,59155.5333888,581,502
False,316.6806,56.61766,59155.5662336,585,502
False,321.8821,57.18406,59155.5970304,589.5,502
False,327.2557,57.86666,59155.6292096,592.5,502
False,331.9034,60.06876,59155.6611584,574.5,502
False,336.9055,63.00329,59155.6932352,557.5,502
False,341.7928,66.16637,59155.7254912,575,502
False,346.7525,68.18059,59155.7574016,592.5,502
False,351.0578,68.94758,59155.7890688,585,502
False,355.3285,68.73087,59155.8211328,581.5,502
False,360.6304,69.60323,59155.8537088,588.5,502
False,364.9131,71.7859,59155.9026816,588.5,502
False,368.4801,74.41587,59155.9338752,573.5,502
False,371.365,77.83247,59155.9657856,579,502
False,374.6499,80.62504,59155.9979264,596.5,502
False,378.4273,82.28506,59156.029632,587,502
False,382.6325,83.81611,59156.0614272,600,502
False,387.5461,85.31541,59156.0939264,576.5,502
False,391.7549,86.49494,59156.1259904,593,502
False,395.2671,88.58526,59156.1575808,583.5,502
False,398.0009,91.21014,59156.1890944,565.5,502
False,399.4936,94.28529,59156.2215936,569,502
False,401.6779,97.0581,59156.2532096,579.5,502
False,404.6481,99.31335,59156.3021696,592,502
False,407.6711,100.8615,59156.3335168,597,502
False,410.6232,101.257,59156.3661696,609.5,502
False,413.649,102.0726,59156.3973632,633.5,502
False,415.878,104.3084,59156.4292736,635,502
