Time	ROI-2-_sig_410	ROI-2-_sig_470	Input_DIO-1-bpod
0:00:04:45.8019157	2.935967926	7.094144815	0
0:00:04:45.8352498	2.938798913	7.094786506	0
0:00:04:45.8685840	2.935952827	7.096220873	0
0:00:04:45.9019182	2.932540544	7.09721738	0
0:00:04:45.9352524	2.93850449	7.098221437	0
0:00:04:45.9685865	2.941780886	7.101882847	0
0:00:04:46.0019207	2.938904603	7.106676653	0
0:00:04:46.0352549	2.944642071	7.108058174	0
0:00:04:46.0685891	2.938579983	7.105453666	0
0:00:04:46.1019233	2.932782121	7.101226058	0
0:00:04:46.1352574	2.944672268	7.10583868	0
0:00:04:46.1685916	2.94045221	7.105665046	0
0:00:04:46.2019258	2.936307644	7.104215581	0
0:00:04:46.2352600	2.935688602	7.103226623	0
0:00:04:46.2685942	2.938798913	7.098855578	0
0:00:04:46.3019283	2.936685109	7.100154058	0
0:00:04:46.3352625	2.932442403	7.097134338	0
0:00:04:46.3685967	2.937885448	7.098674395	0
0:00:04:46.4019308	2.931226965	7.107378737	0
0:00:04:46.4352650	2.937130518	7.092431124	0
0:00:04:46.4685992	2.934510911	7.099006564	0
0:00:04:46.5019334	2.937183363	7.107597667	0
0:00:04:46.5352676	2.936156658	7.091344025	0
0:00:04:46.5686017	2.939025392	7.099791691	0
0:00:04:46.6019359	2.93592263	7.10691823	0
0:00:04:46.6352701	2.937908096	7.111394965	0
0:00:04:46.6686043	2.932321614	7.098546057	0
0:00:04:46.7019385	2.936798349	7.103823017	0
0:00:04:46.7352726	2.935711249	7.104970511	0
0:00:04:46.7686068	2.935296038	7.101399692	0
0:00:04:46.8019410	2.935967926	7.102584932	0
0:00:04:46.8352751	2.930381444	7.100267297	0
0:00:04:46.8686093	2.933076544	7.101075072	0
0:00:04:46.9019435	2.929249049	7.102026284	0
0:00:04:46.9352777	2.932155529	7.092672702	0
0:00:04:46.9686119	2.936722856	7.087425938	0
0:00:04:47.0019460	2.935786742	7.097156986	0
0:00:04:47.0352802	2.938353504	7.103875862	0
0:00:04:47.0686144	2.935341334	7.105544258	0
0:00:04:47.1019486	2.936707757	7.100969382	0
0:00:04:47.1352827	2.938330856	7.100999579	0
0:00:04:47.1686169	2.941478914	7.105212088	0
0:00:04:47.2019511	2.939032941	7.10142234	0
0:00:04:47.2352853	2.935069559	7.096500197	0
0:00:04:47.2686195	2.936760602	7.086127459	0
0:00:04:47.3019536	2.93559801	7.095420647	0
0:00:04:47.3352878	2.935537616	7.095231914	0
0:00:04:47.3686220	2.939010293	7.092332983	0
0:00:04:47.4019561	2.940036998	7.09883293	0
0:00:04:47.4352904	2.94584241	7.106065159	0
0:00:04:47.4686245	2.93657187	7.106646455	0
0:00:04:47.5019587	2.942339535	7.112391472	0
0:00:04:47.5352929	2.942128154	7.097013549	0
0:00:04:47.5686270	2.939508547	7.111025049	0
0:00:04:47.6019612	2.938345955	7.093993829	0
0:00:04:47.6352954	2.943373789	7.110655133	0
0:00:04:47.6686296	2.943320944	7.111198683	0
0:00:04:47.7019638	2.939115984	7.109001837	0
0:00:04:47.7352980	2.942082858	7.103083186	0
0:00:04:47.7686321	2.935915081	7.10551406	0
0:00:04:47.8019663	2.932283867	7.099602959	0
0:00:04:47.8353005	2.935756545	7.097156986	0
0:00:04:47.8686347	2.934858179	7.095080928	0
0:00:04:47.9019688	2.941584605	7.101618622	0
0:00:04:47.9353030	2.939780322	7.099920029	0
0:00:04:47.9686372	2.93829311	7.106352033	0
0:00:04:48.0019714	2.932382008	7.104608144	0
0:00:04:48.0353055	2.93311429	7.113357783	0
0:00:04:48.0686397	2.932208374	7.102667974	0
0:00:04:48.1019739	2.936088714	7.108058174	0
0:00:04:48.1353081	2.936519025	7.108284653	0
0:00:04:48.1686423	2.936987081	7.102954848	0
0:00:04:48.2019764	2.937779758	7.110277668	0
0:00:04:48.2353106	2.934450516	7.106185948	0
0:00:04:48.2686448	2.939365111	7.105491412	0
0:00:04:48.3019789	2.939863364	7.102909552	0
0:00:04:48.3353131	2.937296602	7.101339298	0
0:00:04:48.3686473	2.943487028	7.105181891	0
0:00:04:48.4019815	2.936330292	7.106721948	0
0:00:04:48.4353157	2.934926122	7.099119804	0
0:00:04:48.4686498	2.934246685	7.09118549	0
0:00:04:48.5019840	2.930441838	7.089577489	0
0:00:04:48.5353182	2.939651984	7.101996087	0
0:00:04:48.5686524	2.93473739	7.093208702	0
0:00:04:48.6019866	2.934797784	7.092725547	0
0:00:04:48.6353207	2.935326235	7.102509439	0
0:00:04:48.6686549	2.935983024	7.105823582	0
0:00:04:48.7019891	2.937032377	7.103679581	0
0:00:04:48.7353233	2.937387194	7.09668138	0
0:00:04:48.7686575	2.940618294	7.101973439	0
0:00:04:48.8019916	2.93117412	7.104819525	0
0:00:04:48.8353258	2.935114855	7.105967018	0
0:00:04:48.8686600	2.935552714	7.106993723	0
0:00:04:48.9019941	2.941214689	7.103747524	0
0:00:04:48.9353283	2.937681617	7.110496598	0
0:00:04:48.9686625	2.940799477	7.110806119	0
0:00:04:49.0019967	2.939229223	7.107182456	0
0:00:04:49.0353309	2.9303135	7.10034279	0
0:00:04:49.0686650	2.937092771	7.091472363	0
0:00:04:49.1019992	2.932449952	7.09354842	0
0:00:04:49.1353334	2.932631135	7.089358559	0
0:00:04:49.1686676	2.931023134	7.089283066	0
0:00:04:49.2020018	2.937070123	7.095201717	0
0:00:04:49.2353359	2.934005108	7.096530394	0
0:00:04:49.2686701	2.935613109	7.094861999	0
0:00:04:49.3020043	2.939848266	7.093533322	0
0:00:04:49.3353384	2.93257829	7.09118549	0
0:00:04:49.3686726	2.935530066	7.097089042	0
0:00:04:49.4020068	2.932140431	7.100199353	0
0:00:04:49.4353410	2.934978967	7.09118549	0
0:00:04:49.4686752	2.933219981	7.098900874	0
0:00:04:49.5020093	2.936413334	7.093374787	0
0:00:04:49.5353435	2.93386922	7.086587966	0
0:00:04:49.5686777	2.925225272	7.087743009	0
0:00:04:49.6020119	2.926508653	7.076690834	0
0:00:04:49.6353460	2.933076544	7.08504036	0
0:00:04:49.6686802	2.930721162	7.085221543	0
0:00:04:49.7020144	2.93106843	7.082050837	0
0:00:04:49.7353486	2.928569612	7.092416025	0
0:00:04:49.7686827	2.933348319	7.09409197	0
0:00:04:49.8020169	2.937613673	7.099723748	0
0:00:04:49.8353511	2.934488263	7.106148202	0
0:00:04:49.8686853	2.929339641	7.100463579	0
0:00:04:49.9020194	2.93398246	7.09075518	0
0:00:04:49.9353537	2.933393614	7.104857271	0
0:00:04:49.9686878	2.935084658	7.105853779	0
0:00:04:50.0020220	2.931725219	7.093488026	0
0:00:04:50.0353562	2.931846008	7.093654111	0
0:00:04:50.0686904	2.931302458	7.08342481	0
0:00:04:50.1020245	2.927535358	7.097851521	0
0:00:04:50.1353587	2.932940657	7.088211066	0
0:00:04:50.1686929	2.929015021	7.090513602	0
0:00:04:50.2020271	2.932736825	7.096213323	0
0:00:04:50.2353613	2.941486464	7.101520481	0
0:00:04:50.2686954	2.938202518	7.094280702	0
0:00:04:50.3020296	2.938149673	7.097798676	0
0:00:04:50.3353638	2.938466744	7.086671008	0
0:00:04:50.3686980	2.933620093	7.082903908	0
0:00:04:50.4020321	2.936760602	7.095043182	0
0:00:04:50.4353663	2.935507418	7.095956647	0
0:00:04:50.4687005	2.933189783	7.08643698	0
0:00:04:50.5020347	2.941403421	7.095239464	0
0:00:04:50.5353688	2.93657187	7.094529829	0
0:00:04:50.5687030	2.932676431	7.094175012	0
0:00:04:50.6020372	2.937258856	7.094401491	0
0:00:04:50.6353714	2.93699463	7.089396306	0
0:00:04:50.6687056	2.939282068	7.098387521	0
0:00:04:50.7020397	2.933808826	7.089011291	0
0:00:04:50.7353739	2.930494683	7.092816138	0
0:00:04:50.7687081	2.932434853	7.091230785	0
0:00:04:50.8020422	2.92891688	7.0856896	0
0:00:04:50.8353764	2.940610745	7.088830108	0
0:00:04:50.8687106	2.941350576	7.092332983	0
0:00:04:50.9020448	2.933491755	7.096417154	0
0:00:04:50.9353790	2.930019078	7.090075743	0
0:00:04:50.9687132	2.928395978	7.087373093	0
0:00:04:51.0020473	2.928086457	7.086346389	0
0:00:04:51.0353815	2.9351677	7.084413768	0
0:00:04:51.0687157	2.92869795	7.081318555	0
0:00:04:51.1020499	2.929067866	7.081295907	0
0:00:04:51.1353840	2.934140995	7.094318449	0
0:00:04:51.1687182	2.930464486	7.091162842	0
0:00:04:51.2020524	2.933144488	7.098674395	0
0:00:04:51.2353866	2.927927922	7.082692528	0
0:00:04:51.2687207	2.929686908	7.088369601	0
0:00:04:51.3020549	2.935107306	7.085697149	0
0:00:04:51.3353891	2.930079472	7.088354502	0
0:00:04:51.3687233	2.932397107	7.081688471	0
0:00:04:51.4020574	2.926916315	7.087290051	0
0:00:04:51.4353916	2.932865164	7.078804638	0
0:00:04:51.4687258	2.927022006	7.080465484	0
0:00:04:51.5020600	2.92848657	7.089094334	0
0:00:04:51.5353942	2.928418626	7.088565883	0
0:00:04:51.5687283	2.927233386	7.084587402	0
0:00:04:51.6020625	2.930245557	7.082322612	0
0:00:04:51.6353967	2.933846572	7.083824922	0
0:00:04:51.6687309	2.929422683	7.09495259	0
0:00:04:51.7020650	2.933152037	7.088331854	0
0:00:04:51.7353992	2.936647363	7.095473492	0
0:00:04:51.7687334	2.934239136	7.093404984	0
0:00:04:51.8020676	2.945336607	7.101475185	0
0:00:04:51.8354017	2.939214125	7.110466401	0
0:00:04:51.8687359	2.93613401	7.095103576	0
0:00:04:51.9020701	2.93774956	7.098810282	0
0:00:04:51.9354043	2.930585275	7.085402726	0
0:00:04:51.9687385	2.937900546	7.095526337	0
0:00:04:52.0020726	2.940588097	7.094567576	0
0:00:04:52.0354068	2.942407478	7.100924086	0
0:00:04:52.0687410	2.93398246	7.097194732	0
0:00:04:52.1020752	2.936851194	7.09452228	0
0:00:04:52.1354093	2.934609052	7.090173883	0
0:00:04:52.1687435	2.934699643	7.099927579	0
0:00:04:52.2020777	2.943215253	7.103989102	0
0:00:04:52.2354119	2.938111927	7.103672031	0
0:00:04:52.2687461	2.944468437	7.102811411	0
0:00:04:52.3020802	2.932910459	7.098387521	0
0:00:04:52.3354144	2.932767023	7.094280702	0
0:00:04:52.3687486	2.933318121	7.091578053	0
0:00:04:52.4020827	2.932661332	7.087810953	0
0:00:04:52.4354170	2.935250742	7.09570752	0
0:00:04:52.4687511	2.934163643	7.086603065	0
0:00:04:52.5020853	2.930147416	7.095481041	0
0:00:04:52.5354195	2.930351247	7.088558333	0
0:00:04:52.5687537	2.939161279	7.08245095	0
0:00:04:52.6020878	2.937349448	7.09269535	0
0:00:04:52.6354220	2.938919702	7.093940984	0
0:00:04:52.6687562	2.930003979	7.096424704	0
0:00:04:52.7020904	2.934767587	7.096605887	0
0:00:04:52.7354246	2.935401728	7.10324927	0
0:00:04:52.7687587	2.932570741	7.097791127	0
0:00:04:52.8020929	2.932774572	7.092287687	0
0:00:04:52.8354271	2.928652654	7.082179175	0
0:00:04:52.8687612	2.934465615	7.092242392	0
0:00:04:52.9020954	2.92342099	7.081182668	0
0:00:04:52.9354296	2.924311807	7.0829945	0
0:00:04:52.9687638	2.926516203	7.080578724	0
0:00:04:53.0020980	2.928441274	7.075392355	0
0:00:04:53.0354321	2.929354739	7.080065371	0
0:00:04:53.0687663	2.940580548	7.094997886	0
0:00:04:53.1021005	2.931038233	7.092831237	0
0:00:04:53.1354347	2.935847137	7.085176247	0
0:00:04:53.1687688	2.926674738	7.084217486	0
0:00:04:53.2021030	2.930653219	7.083704134	0
0:00:04:53.2354372	2.928584711	7.074826157	0
0:00:04:53.2687714	2.930449388	7.082949204	0
0:00:04:53.3021055	2.924689272	7.087637319	0
0:00:04:53.3354397	2.931528937	7.086663459	0
0:00:04:53.3687739	2.925927357	7.078147849	0
0:00:04:53.4021081	2.927135245	7.077090947	0
0:00:04:53.4354423	2.924727019	7.083356866	0
0:00:04:53.4687764	2.932767023	7.079197202	0
0:00:04:53.5021106	2.931370402	7.086837093	0
0:00:04:53.5354448	2.93322753	7.081227963	0
0:00:04:53.5687790	2.923292652	7.085749994	0
0:00:04:53.6021132	2.928992373	7.083190781	0
0:00:04:53.6354473	2.924651526	7.078110103	0
0:00:04:53.6687815	2.925210174	7.077264581	0
0:00:04:53.7021157	2.923322849	7.085380078	0
0:00:04:53.7354498	2.922348989	7.070666493	0
0:00:04:53.7687840	2.927444766	7.077211736	0
0:00:04:53.8021182	2.926659639	7.079989878	0
0:00:04:53.8354524	2.924696821	7.075264017	0
0:00:04:53.8687866	2.926455808	7.072818044	0
0:00:04:53.9021207	2.924047582	7.064045757	0
0:00:04:53.9354549	2.923670117	7.070734437	0
0:00:04:53.9687891	2.929626514	7.076592693	0
0:00:04:54.0021233	2.923602173	7.077785483	0
0:00:04:54.0354575	2.927701443	7.079710554	0
0:00:04:54.0687916	2.925866963	7.075369707	0
0:00:04:54.1021258	2.928630006	7.076977708	0
0:00:04:54.1354600	2.92848657	7.077423116	0
0:00:04:54.1687942	2.930517331	7.080367343	0
0:00:04:54.2021283	2.929369838	7.088505488	0
0:00:04:54.2354625	2.928577161	7.085538614	0
0:00:04:54.2687967	2.932970854	7.084104247	0
0:00:04:54.3021309	2.932608487	7.078661202	0
0:00:04:54.3354650	2.926765329	7.077853426	0
0:00:04:54.3687992	2.931846008	7.082405654	0
0:00:04:54.4021334	2.933340769	7.092114053	0
0:00:04:54.4354676	2.926229329	7.086308642	0
0:00:04:54.4688017	2.933612544	7.092680251	0
0:00:04:54.5021359	2.930381444	7.091683743	0
0:00:04:54.5354701	2.926916315	7.085063008	0
0:00:04:54.5688043	2.932993502	7.087101319	0
0:00:04:54.6021385	2.929188655	7.082148978	0
0:00:04:54.6354726	2.924938399	7.071798888	0
0:00:04:54.6688068	2.931430797	7.072327339	0
0:00:04:54.7021410	2.935016714	7.093050167	0
0:00:04:54.7354751	2.930539979	7.087652417	0
0:00:04:54.7688093	2.936828546	7.083387063	0
0:00:04:54.8021435	2.936662461	7.082413203	0
0:00:04:54.8354777	2.933212431	7.083326669	0
0:00:04:54.8688119	2.930947641	7.082617035	0
0:00:04:54.9021461	2.926614343	7.082654781	0
0:00:04:54.9354802	2.927701443	7.073127565	0
0:00:04:54.9688144	2.926591696	7.081545034	0
0:00:04:55.0021486	2.931302458	7.077038102	0
0:00:04:55.0354828	2.935899982	7.081024132	0
0:00:04:55.0688170	2.930109669	7.084466613	0
0:00:04:55.1021511	2.930834402	7.078932976	0
0:00:04:55.1354853	2.932970854	7.082888809	0
0:00:04:55.1688195	2.931325106	7.088226164	0
0:00:04:55.2021537	2.930185162	7.082428302	0
0:00:04:55.2354878	2.93235936	7.086308642	0
0:00:04:55.2688220	2.934216488	7.09237073	0
0:00:04:55.3021562	2.932457501	7.089713376	0
0:00:04:55.3354904	2.924976145	7.084594951	0
0:00:04:55.3688245	2.925421554	7.07792137	0
0:00:04:55.4021587	2.928124203	7.087403291	0
0:00:04:55.4354929	2.932616037	7.088324305	0
0:00:04:55.4688271	2.929837894	7.088475291	0
0:00:04:55.5021613	2.931453444	7.08309264	0
0:00:04:55.5354954	2.931249613	7.089826616	0
0:00:04:55.5688296	2.931657276	7.082322612	0
0:00:04:55.6021638	2.922522623	7.086459628	0
0:00:04:55.6354980	2.924258962	7.084353373	0
0:00:04:55.6688321	2.932631135	7.089486897	0
0:00:04:55.7021663	2.926304822	7.081182668	0
0:00:04:55.7355005	2.927210738	7.084323176	0
0:00:04:55.7688347	2.928169499	7.08180171	0
0:00:04:55.8021688	2.932623586	7.088784812	0
0:00:04:55.8355030	2.933144488	7.084028754	0
0:00:04:55.8688372	2.935250742	7.07565658	0
0:00:04:55.9021714	2.924485441	7.079317991	0
0:00:04:55.9355056	2.934458066	7.082065936	0
0:00:04:55.9688397	2.933922065	7.087463685	0
0:00:04:56.0021739	2.9297775	7.082164077	0
0:00:04:56.0355081	2.932457501	7.08870177	0
0:00:04:56.0688423	2.93139305	7.084866726	0
0:00:04:56.1021765	2.931000487	7.075407453	0
0:00:04:56.1355106	2.930539979	7.07889523	0
0:00:04:56.1688448	2.93743249	7.078804638	0
0:00:04:56.2021790	2.930230458	7.082926556	0
0:00:04:56.2355131	2.930985388	7.089441601	0
0:00:04:56.2688473	2.931234515	7.078668751	0
0:00:04:56.3021815	2.932631135	7.081348752	0
0:00:04:56.3355157	2.930328599	7.087961939	0
0:00:04:56.3688499	2.928841387	7.07102886	0
0:00:04:56.4021840	2.936466179	7.08621805	0
0:00:04:56.4355182	2.936126461	7.081514837	0
0:00:04:56.4688524	2.934699643	7.088633826	0
0:00:04:56.5021866	2.930079472	7.080986386	0
0:00:04:56.5355207	2.930245557	7.089690728	0
0:00:04:56.5688549	2.935884883	7.086595515	0
0:00:04:56.6021891	2.931340205	7.083160584	0
0:00:04:56.6355233	2.932231022	7.080012526	0
0:00:04:56.6688575	2.926455808	7.08384757	0
0:00:04:56.7021916	2.923451187	7.081295907	0
0:00:04:56.7355258	2.931687473	7.08288126	0
0:00:04:56.7688600	2.932608487	7.091306278	0
0:00:04:56.8021941	2.931861107	7.082979401	0
0:00:04:56.8355283	2.935469672	7.085546163	0
0:00:04:56.8688625	2.934760038	7.086731403	0
0:00:04:56.9021967	2.931679923	7.084021204	0
0:00:04:56.9355309	2.932012093	7.080873146	0
0:00:04:56.9688650	2.932608487	7.084730838	0
0:00:04:57.0021992	2.927958119	7.089192475	0
0:00:04:57.0355334	2.929958683	7.081620527	0
0:00:04:57.0688676	2.930623022	7.075641482	0
0:00:04:57.1022018	2.933454009	7.070364521	0
0:00:04:57.1355359	2.931981895	7.081295907	0
0:00:04:57.1688701	2.92449299	7.072523621	0
0:00:04:57.2022043	2.930109669	7.080676865	0
0:00:04:57.2355384	2.927822231	7.082586837	0
0:00:04:57.2688726	2.932774572	7.081356302	0
0:00:04:57.3022068	2.924417497	7.089464249	0
0:00:04:57.3355410	2.92493085	7.073837199	0
0:00:04:57.3688752	2.923186961	7.071496916	0
0:00:04:57.4022094	2.928131753	7.073927791	0
0:00:04:57.4355435	2.92783733	7.078797089	0
0:00:04:57.4688777	2.92600285	7.067125872	0
0:00:04:57.5022119	2.923941891	7.070281479	0
0:00:04:57.5355461	2.929551021	7.079083962	0
0:00:04:57.5688803	2.926584146	7.07069669	0
0:00:04:57.6022144	2.927399471	7.067299506	0
0:00:04:57.6355486	2.926991808	7.06854514	0
0:00:04:57.6688828	2.927588203	7.064679899	0
0:00:04:57.7022170	2.929226401	7.081190217	0
0:00:04:57.7355511	2.932412206	7.082722725	0
0:00:04:57.7688853	2.932668882	7.091759236	0
0:00:04:57.8022195	2.933793727	7.077536356	0
0:00:04:57.8355537	2.925799019	7.070334324	0
0:00:04:57.8688878	2.929951134	7.072953931	0
0:00:04:57.9022220	2.92955857	7.084632698	0
0:00:04:57.9355562	2.929120711	7.081937598	0
0:00:04:57.9688904	2.924296708	7.073927791	0
0:00:04:58.0022245	2.925799019	7.072901086	0
0:00:04:58.0355587	2.924266511	7.069700183	0
0:00:04:58.0688929	2.931596881	7.072455677	0
0:00:04:58.1022271	2.933416262	7.081212865	0
0:00:04:58.1355613	2.926999358	7.06994176	0
0:00:04:58.1688954	2.928026062	7.070205986	0
0:00:04:58.2022296	2.930192711	7.077324976	0
0:00:04:58.2355638	2.931310008	7.078110103	0
0:00:04:58.2688980	2.927142794	7.068431901	0
0:00:04:58.3022321	2.926100991	7.074592129	0
0:00:04:58.3355663	2.930811754	7.070394718	0
0:00:04:58.3689005	2.925715977	7.075037538	0
0:00:04:58.4022347	2.925527244	7.065155504	0
0:00:04:58.4355689	2.922009271	7.074992242	0
0:00:04:58.4689030	2.925995301	7.056390768	0
0:00:04:58.5022372	2.929030119	7.076373764	0
0:00:04:58.5355714	2.922809496	7.061999897	0
0:00:04:58.5689056	2.929611415	7.076456806	0
0:00:04:58.6022398	2.926418062	7.071127	0
0:00:04:58.6355739	2.924787413	7.067850604	0
0:00:04:58.6689081	2.922952933	7.056647444	0
0:00:04:58.7022423	2.9276184	7.068507394	0
0:00:04:58.7355764	2.927172992	7.061788517	0
0:00:04:58.7689106	2.931423247	7.066423787	0
0:00:04:58.8022448	2.928614908	7.070741986	0
0:00:04:58.8355790	2.932774572	7.065336688	0
0:00:04:58.8689132	2.928388429	7.072546269	0
0:00:04:58.9022473	2.927233386	7.0668239	0
0:00:04:58.9355815	2.926146287	7.066408688	0
0:00:04:58.9689157	2.920318228	7.069526549	0
0:00:04:59.0022499	2.921548763	7.069496352	0
0:00:04:59.0355841	2.919736931	7.061124178	0
0:00:04:59.0689182	2.921760144	7.062528348	0
0:00:04:59.1022524	2.92449299	7.065117758	0
0:00:04:59.1355866	2.926931414	7.061569587	0
0:00:04:59.1689208	2.923790905	7.065472575	0
0:00:04:59.2022549	2.928947077	7.067850604	0
0:00:04:59.2355891	2.92632747	7.06919438	0
0:00:04:59.2689233	2.930819303	7.070900522	0
0:00:04:59.3022574	2.927022006	7.0765172	0
0:00:04:59.3355916	2.930343697	7.081847006	0
0:00:04:59.3689258	2.926772879	7.075883059	0
0:00:04:59.4022600	2.926161385	7.075211172	0
0:00:04:59.4355942	2.928622457	7.066861646	0
0:00:04:59.4689283	2.924870455	7.068016689	0
0:00:04:59.5022625	2.928018513	7.068409253	0
0:00:04:59.5355967	2.927006907	7.070221085	0
0:00:04:59.5689309	2.923028426	7.064536462	0
0:00:04:59.6022651	2.920137044	7.080593822	0
0:00:04:59.6355993	2.93182336	7.076268074	0
0:00:04:59.6689334	2.923300201	7.065230997	0
0:00:04:59.7022676	2.927256034	7.072931283	0
0:00:04:59.7356018	2.931559135	7.074063678	0
0:00:04:59.7689359	2.929702007	7.087274952	0
0:00:04:59.8022701	2.925987752	7.075800017	0
0:00:04:59.8356043	2.929875641	7.075898158	0
0:00:04:59.8689385	2.930245557	7.073218156	0
0:00:04:59.9022726	2.927361724	7.071285536	0
0:00:04:59.9356068	2.919465157	7.074244861	0
0:00:04:59.9689410	2.921382679	7.055243274	0
0:00:05:00.0022752	2.926954062	7.065329138	0
0:00:05:00.0356094	2.925814118	7.070062549	0
0:00:05:00.0689435	2.922432031	7.061448798	0
0:00:05:00.1022777	2.922801947	7.062996405	0
0:00:05:00.1356119	2.928282739	7.067344801	0
0:00:05:00.1689461	2.93053243	7.066665364	0
0:00:05:00.2022802	2.934133446	7.07102886	0
0:00:05:00.2356144	2.929415134	7.079838892	0
0:00:05:00.2689486	2.931846008	7.066038773	0
0:00:05:00.3022828	2.920891974	7.060792009	0
0:00:05:00.3356170	2.922348989	7.067963844	0
0:00:05:00.3689511	2.927595752	7.068794267	0
0:00:05:00.4022853	2.928214795	7.068847112	0
0:00:05:00.4356195	2.925398906	7.061690376	0
0:00:05:00.4689537	2.9211562	7.061999897	0
0:00:05:00.5022878	2.92686347	7.067722266	0
0:00:05:00.5356220	2.930698515	7.069133985	0
0:00:05:00.5689562	2.932585839	7.075898158	0
0:00:05:00.6022904	2.9303135	7.078374328	0
0:00:05:00.6356246	2.925557441	7.086693656	0
0:00:05:00.6689587	2.926387864	7.073588072	0
0:00:05:00.7022929	2.928848936	7.074682721	0
0:00:05:00.7356271	2.932714178	7.077302328	0
0:00:05:00.7689613	2.92460623	7.079944582	0
0:00:05:00.8022954	2.928071358	7.076804074	0
0:00:05:00.8356296	2.928426175	7.077023004	0
0:00:05:00.8689638	2.921420425	7.072372635	0
0:00:05:00.9022980	2.932034741	7.070802381	0
0:00:05:00.9356322	2.9330086	7.076705933	0
0:00:05:00.9689663	2.923194511	7.075754721	0
0:00:05:01.0023005	2.927323978	7.072735001	0
0:00:05:01.0356347	2.925753723	7.067941196	0
0:00:05:01.0689689	2.920756087	7.079846442	0
0:00:05:01.1023030	2.930592824	7.070364521	0
0:00:05:01.1356372	2.935152601	7.071730944	0
0:00:05:01.1689714	2.929913387	7.06876407	0
0:00:05:01.2023056	2.931725219	7.06886976	0
0:00:05:01.2356397	2.931642177	7.074018382	0
0:00:05:01.2689739	2.929936035	7.063411616	0
0:00:05:01.3023081	2.926274625	7.08008047	0
0:00:05:01.3356423	2.930668317	7.07350503	0
0:00:05:01.3689764	2.929800148	7.074207115	0
0:00:05:01.4023106	2.935220545	7.07296148	0
0:00:05:01.4356448	2.93355215	7.080435287	0
0:00:05:01.4689790	2.928630006	7.084089148	0
0:00:05:01.5023132	2.932502797	7.071202493	0
0:00:05:01.5356473	2.928630006	7.071187395	0
0:00:05:01.5689815	2.933038797	7.075007341	0
0:00:05:01.6023157	2.930132317	7.072304691	0
0:00:05:01.6356498	2.926561498	7.069277422	0
0:00:05:01.6689840	2.928509218	7.068280915	0
0:00:05:01.7023182	2.927233386	7.072848241	0
0:00:05:01.7356524	2.928290288	7.067352351	0
0:00:05:01.7689866	2.928796091	7.072561367	0
0:00:05:01.8023207	2.929845444	7.066310547	0
0:00:05:01.8356549	2.927792034	7.06477804	0
0:00:05:01.8689891	2.922069665	7.070183338	0
0:00:05:01.9023233	2.920469214	7.05938029	0
0:00:05:01.9356575	2.91921603	7.057696796	0
0:00:05:01.9689916	2.922145158	7.055130035	0
0:00:05:02.0023258	2.926365217	7.061796066	0
0:00:05:02.0356600	2.92687102	7.060935446	0
0:00:05:02.0689942	2.926908766	7.058708403	0
0:00:05:02.1023284	2.927157893	7.055054542	0
0:00:05:02.1356626	2.928645105	7.065178152	0
0:00:05:02.1689967	2.93032105	7.070885423	0
0:00:05:02.2023309	2.924515638	7.066152012	0
0:00:05:02.2356651	2.922356538	7.067533534	0
0:00:05:02.2689992	2.925632934	7.07059855	0
0:00:05:02.3023334	2.92265851	7.05161961	0
0:00:05:02.3356676	2.924998793	7.063517306	0
0:00:05:02.3690018	2.929588767	7.060595728	0
0:00:05:02.4023359	2.925693329	7.055243274	1
0:00:05:02.4356702	2.927157893	7.059825699	1
0:00:05:02.4690043	2.925859413	7.057742092	1
0:00:05:02.5023385	2.929656711	7.059863445	1
0:00:05:02.5356727	2.921820538	7.067442942	1
0:00:05:02.5690068	2.923594624	7.053854203	1
0:00:05:02.6023410	2.924311807	7.055228175	1
0:00:05:02.6356752	2.926591696	7.053733414	1
0:00:05:02.6690094	2.924032483	7.05873105	1
0:00:05:02.7023435	2.923405891	7.045814199	1
0:00:05:02.7356777	2.933559699	7.046418143	1
0:00:05:02.7690119	2.927663696	7.056051049	1
0:00:05:02.8023505	2.926833273	7.063313475	1
0:00:05:02.8356802	2.927890175	7.061531841	1
0:00:05:02.8690144	2.922047017	7.063139841	1
0:00:05:02.9023523	2.924976145	7.049317074	1
0:00:05:02.9356828	2.925164878	7.059327445	1
0:00:05:02.9690170	2.920310678	7.049256679	1
0:00:05:03.0023541	2.924696821	7.044198649	1
0:00:05:03.0356853	2.923360595	7.049558651	1
0:00:05:03.0690195	2.919087692	7.050155046	1
0:00:05:03.1023560	2.919223579	7.055628288	1
0:00:05:03.1356879	2.920650397	7.047754369	1
0:00:05:03.1690220	2.927210738	7.046886199	1
0:00:05:03.2023578	2.921994172	7.05226885	1
0:00:05:03.2356904	2.92180544	7.048124284	1
0:00:05:03.2690246	2.918695128	7.051785695	1
0:00:05:03.3023597	2.921646904	7.048320566	1
0:00:05:03.3356929	2.923073722	7.058436628	1
0:00:05:03.3690271	2.926365217	7.058919783	1
0:00:05:03.4023615	2.929309443	7.055462204	1
0:00:05:03.4356955	2.925504596	7.055107387	1
0:00:05:03.4690296	2.928856485	7.051491272	0
0:00:05:03.5023638	2.922205552	7.059659614	0
0:00:05:03.5356980	2.92341344	7.054254316	0
0:00:05:03.5690322	2.924258962	7.065487674	0
0:00:05:03.6023663	2.932321614	7.063789081	0
0:00:05:03.6357005	2.926772879	7.068681027	0
