Time	ROI-2-_sig_410	ROI-2-_sig_470	Input_DIO-1-bpod
0:00:07:02.0053643	2.837124945	6.779044597	0
0:00:07:02.0386984	2.835660381	6.773646848	0
0:00:07:02.0720326	2.838363031	6.771223523	0
0:00:07:02.1053668	2.831115703	6.778425555	0
0:00:07:02.1387010	2.834875254	6.76392335	0
0:00:07:02.1720352	2.837623199	6.779573048	0
0:00:07:02.2053693	2.840778807	6.788843588	0
0:00:07:02.2387035	2.841412948	6.77211434	0
0:00:07:02.2720377	2.835720776	6.773095749	0
0:00:07:02.3053719	2.834052381	6.779459809	0
0:00:07:02.3387061	2.836347368	6.770710171	0
0:00:07:02.3720402	2.839095313	6.775866342	0
0:00:07:02.4053744	2.834497789	6.77869733	0
0:00:07:02.4387086	2.83761565	6.781120655	0
0:00:07:02.4720427	2.838144101	6.779520203	0
0:00:07:02.5053769	2.841095877	6.780365725	0
0:00:07:02.5387111	2.840439088	6.768898339	0
0:00:07:02.5720453	2.836362466	6.774001665	0
0:00:07:02.6053795	2.837925171	6.769585325	0
0:00:07:02.6387136	2.828420603	6.775111412	0
0:00:07:02.6720478	2.840605173	6.766980817	0
0:00:07:02.7053820	2.83352393	6.77168403	0
0:00:07:02.7387162	2.834686522	6.771351861	0
0:00:07:02.7720504	2.830239984	6.773707243	0
0:00:07:02.8053845	2.838189397	6.776417441	0
0:00:07:02.8387187	2.84354185	6.774892483	0
0:00:07:02.8720529	2.840499482	6.780267584	0
0:00:07:02.9053871	2.838310186	6.773888426	0
0:00:07:02.9387212	2.836770128	6.772582397	0
0:00:07:02.9720554	2.837238185	6.76867186	0
0:00:07:03.0053896	2.837857228	6.770914002	0
0:00:07:03.0387238	2.836573847	6.782230402	0
0:00:07:03.0720580	2.833750409	6.779731584	0
0:00:07:03.1053921	2.834641226	6.776462737	0
0:00:07:03.1387263	2.839729454	6.776591075	0
0:00:07:03.1720605	2.836309621	6.767524366	0
0:00:07:03.2053947	2.840476835	6.781754796	0
0:00:07:03.2387289	2.834195817	6.782811698	0
0:00:07:03.2720630	2.84095999	6.776696765	0
0:00:07:03.3053972	2.833206859	6.783996938	0
0:00:07:03.3387314	2.835864212	6.775330342	0
0:00:07:03.3720655	2.833878747	6.77330713	0
0:00:07:03.4053997	2.840295651	6.777965048	0
0:00:07:03.4387339	2.841533736	6.783589276	0
0:00:07:03.4720681	2.834799761	6.778508597	0
0:00:07:03.5054023	2.839276496	6.781347134	0
0:00:07:03.5387364	2.833863648	6.771291467	0
0:00:07:03.5720706	2.836294523	6.771351861	0
0:00:07:03.6054048	2.832142408	6.784412149	0
0:00:07:03.6387390	2.837978016	6.775194455	0
0:00:07:03.6720732	2.830141843	6.767411127	0
0:00:07:03.7054073	2.836921114	6.767388479	0
0:00:07:03.7387415	2.833055873	6.767637606	0
0:00:07:03.7720757	2.83502624	6.76953248	0
0:00:07:03.8054099	2.835335761	6.764851914	0
0:00:07:03.8387440	2.83394669	6.761952983	0
0:00:07:03.8720782	2.828941505	6.773578905	0
0:00:07:03.9054124	2.838498918	6.768822846	0
0:00:07:03.9387465	2.83944258	6.765614393	0
0:00:07:03.9720807	2.832165056	6.767947127	0
0:00:07:04.0054149	2.834052381	6.768973832	0
0:00:07:04.0387491	2.834890353	6.777391301	0
0:00:07:04.0720833	2.837713791	6.768098113	0
0:00:07:04.1054174	2.835630184	6.773427919	0
0:00:07:04.1387516	2.839419933	6.776870399	0
0:00:07:04.1720858	2.834573282	6.790640322	0
0:00:07:04.2054200	2.836392663	6.774447074	0
0:00:07:04.2387542	2.834339254	6.766860028	0
0:00:07:04.2720883	2.84074106	6.769758959	0
0:00:07:04.3054225	2.838529115	6.775269948	0
0:00:07:04.3387567	2.832678408	6.775866342	0
0:00:07:04.3720908	2.840386243	6.775368089	0
0:00:07:04.4054250	2.843489005	6.780365725	0
0:00:07:04.4387592	2.835735874	6.782200205	0
0:00:07:04.4720934	2.840642919	6.777866907	0
0:00:07:04.5054276	2.839095313	6.777761217	0
0:00:07:04.5387618	2.837879875	6.779195583	0
0:00:07:04.5720959	2.835418804	6.76704876	0
0:00:07:04.6054301	2.83794027	6.773020256	0
0:00:07:04.6387643	2.832663309	6.770921551	0
0:00:07:04.6720985	2.834890353	6.771170678	0
0:00:07:04.7054326	2.837026805	6.765440759	0
0:00:07:04.7387668	2.834467592	6.776659019	0
0:00:07:04.7721010	2.842054638	6.781739697	0
0:00:07:04.8054352	2.840423989	6.770710171	0
0:00:07:04.8387693	2.841684722	6.778735076	0
0:00:07:04.8721035	2.839502975	6.77179727	0
0:00:07:04.9054377	2.835554691	6.771978453	0
0:00:07:04.9387719	2.842492498	6.784615981	0
0:00:07:04.9721061	2.842552892	6.788473673	0
0:00:07:05.0054403	2.849936107	6.790391195	0
0:00:07:05.0387744	2.83901982	6.782019021	0
0:00:07:05.0721086	2.842213173	6.779482457	0
0:00:07:05.1054428	2.839050017	6.774107355	0
0:00:07:05.1387770	2.837238185	6.779331471	0
0:00:07:05.1721111	2.832995479	6.775896539	0
0:00:07:05.2054453	2.829492604	6.75864639	0
0:00:07:05.2387795	2.836083142	6.763560984	0
0:00:07:05.2721137	2.836385114	6.769834452	0
0:00:07:05.3054478	2.833388042	6.770385551	0
0:00:07:05.3387820	2.836671988	6.767773493	0
0:00:07:05.3721162	2.83039852	6.759303179	0
0:00:07:05.4054504	2.834822409	6.763953547	0
0:00:07:05.4387845	2.831357281	6.769117268	0
0:00:07:05.4721187	2.838347932	6.766165492	0
0:00:07:05.5054529	2.84127706	6.768875691	0
0:00:07:05.5387871	2.835033789	6.769147466	0
0:00:07:05.5721213	2.836128438	6.769139916	0
0:00:07:05.6054554	2.837547706	6.762941941	0
0:00:07:05.6387896	2.837645847	6.773556257	0
0:00:07:05.6721238	2.835011142	6.771608537	0
0:00:07:05.7054580	2.837962918	6.770121325	0
0:00:07:05.7387921	2.837706242	6.763802561	0
0:00:07:05.7721263	2.830836379	6.768679409	0
0:00:07:05.8054605	2.828390406	6.753263739	0
0:00:07:05.8387947	2.828231871	6.759778785	0
0:00:07:05.8721288	2.829688885	6.758193432	0
0:00:07:05.9054630	2.836596495	6.765908816	0
0:00:07:05.9387972	2.833395591	6.766610901	0
0:00:07:05.9721314	2.837706242	6.763870505	0
0:00:07:06.0054656	2.834573282	6.76112256	0
0:00:07:06.0387997	2.835509395	6.770763016	0
0:00:07:06.0721339	2.837298579	6.765644591	0
0:00:07:06.1054681	2.837004157	6.768415184	0
0:00:07:06.1388023	2.838295087	6.767033662	0
0:00:07:06.1721365	2.839510524	6.771910509	0
0:00:07:06.2054706	2.836830523	6.769351297	0
0:00:07:06.2388048	2.83825734	6.767011014	0
0:00:07:06.2721390	2.837026805	6.77243896	0
0:00:07:06.3054732	2.836845621	6.76941924	0
0:00:07:06.3388073	2.837381622	6.762564476	0
0:00:07:06.3721415	2.835094184	6.773971468	0
0:00:07:06.4054757	2.834935649	6.768354789	0
0:00:07:06.4388098	2.836060494	6.767124253	0
0:00:07:06.4721440	2.835501846	6.772167185	0
0:00:07:06.5054782	2.836354917	6.763319406	0
0:00:07:06.5388124	2.829183082	6.761869941	0
0:00:07:06.5721466	2.831327083	6.759801433	0
0:00:07:06.6054807	2.829432209	6.758291573	0
0:00:07:06.6388149	2.837321227	6.773042904	0
0:00:07:06.6721491	2.839004721	6.772189833	0
0:00:07:06.7054833	2.833154014	6.765637041	0
0:00:07:06.7388175	2.834799761	6.769600424	0
0:00:07:06.7721516	2.833448437	6.762866448	0
0:00:07:06.8054858	2.839955933	6.772688087	0
0:00:07:06.8388200	2.838219594	6.770838509	0
0:00:07:06.8721542	2.835449001	6.772318171	0
0:00:07:06.9054884	2.839261397	6.77567761	0
0:00:07:06.9388225	2.834897902	6.767614958	0
0:00:07:06.9721567	2.837774185	6.775896539	0
0:00:07:07.0054909	2.837970467	6.772167185	0
0:00:07:07.0388251	2.835652832	6.771465101	0
0:00:07:07.0721592	2.83632472	6.770476142	0
0:00:07:07.1054934	2.834158071	6.776341948	0
0:00:07:07.1388276	2.831493168	6.766626	0
0:00:07:07.1721618	2.831787591	6.768732254	0
0:00:07:07.2054960	2.836279424	6.766678845	0
0:00:07:07.2388301	2.838982073	6.767614958	0
0:00:07:07.2721643	2.83287469	6.775330342	0
0:00:07:07.3054985	2.835939705	6.767758394	0
0:00:07:07.3388327	2.832776549	6.767713099	0
0:00:07:07.3721668	2.837124945	6.773586454	0
0:00:07:07.4055010	2.835071536	6.762692814	0
0:00:07:07.4388352	2.833123817	6.767199746	0
0:00:07:07.4721694	2.831311985	6.761273546	0
0:00:07:07.5055035	2.835003592	6.767999972	0
0:00:07:07.5388377	2.830541956	6.757521544	0
0:00:07:07.5721719	2.834905451	6.7590767	0
0:00:07:07.6055061	2.834331705	6.768060366	0
0:00:07:07.6388403	2.832429281	6.758623742	0
0:00:07:07.6721744	2.832406633	6.764912309	0
0:00:07:07.7055086	2.835939705	6.757174276	0
0:00:07:07.7388428	2.830753337	6.769215409	0
0:00:07:07.7721770	2.833554127	6.761364138	0
0:00:07:07.8055112	2.834173169	6.764414055	0
0:00:07:07.8388453	2.830647646	6.758268925	0
0:00:07:07.8721795	2.837955368	6.762534279	0
0:00:07:07.9055137	2.833055873	6.761998279	0
0:00:07:07.9388478	2.841020384	6.768875691	0
0:00:07:07.9721820	2.837819481	6.761175405	0
0:00:07:08.0055162	2.838453622	6.764127181	0
0:00:07:08.0388504	2.838755594	6.75853315	0
0:00:07:08.0721846	2.833214408	6.761545321	0
0:00:07:08.1055187	2.83427886	6.771208424	0
0:00:07:08.1388529	2.830587252	6.767871634	0
0:00:07:08.1721871	2.838204495	6.761349039	0
0:00:07:08.2055213	2.834799761	6.77351851	0
0:00:07:08.2388554	2.840567426	6.7644669	0
0:00:07:08.2721896	2.833320098	6.774213046	0
0:00:07:08.3055238	2.827786462	6.759446616	0
0:00:07:08.3388580	2.837532608	6.763757266	0
0:00:07:08.3721921	2.833599423	6.767637606	0
0:00:07:08.4055263	2.831478069	6.759363573	0
0:00:07:08.4388605	2.834905451	6.756441994	0
0:00:07:08.4721947	2.835969903	6.768770001	0
0:00:07:08.5055289	2.828314913	6.758344418	0
0:00:07:08.5388630	2.831191196	6.752093598	0
0:00:07:08.5721972	2.831319534	6.770091128	0
0:00:07:08.6055314	2.83416562	6.763825209	0
0:00:07:08.6388656	2.835471649	6.768090564	0
0:00:07:08.6721998	2.831908379	6.75929563	0
0:00:07:08.7055339	2.833176662	6.765418112	0
0:00:07:08.7388681	2.831946126	6.768815296	0
0:00:07:08.7722023	2.835101733	6.758714334	0
0:00:07:08.8055365	2.830647646	6.757098783	0
0:00:07:08.8388706	2.827831758	6.757053488	0
0:00:07:08.8722048	2.828941505	6.757015741	0
0:00:07:08.9055390	2.832527422	6.758435009	0
0:00:07:08.9388732	2.828503645	6.763334505	0
0:00:07:08.9722073	2.832950183	6.751293372	0
0:00:07:09.0055415	2.835985001	6.764474449	0
0:00:07:09.0388757	2.834429846	6.751580245	0
0:00:07:09.0722099	2.83341069	6.762556927	0
0:00:07:09.1055441	2.824502516	6.753958275	0
0:00:07:09.1388782	2.830647646	6.760095855	0
0:00:07:09.1722124	2.829379364	6.753422274	0
0:00:07:09.2055466	2.832565169	6.764051688	0
0:00:07:09.2388808	2.834127874	6.76381766	0
0:00:07:09.2722150	2.831387478	6.762806054	0
0:00:07:09.3055491	2.828866012	6.760488419	0
0:00:07:09.3388833	2.830768435	6.764723576	0
0:00:07:09.3722175	2.833599423	6.754826444	0
0:00:07:09.4055517	2.832527422	6.76134149	0
0:00:07:09.4388858	2.833644718	6.760103405	0
0:00:07:09.4722200	2.831674351	6.756932699	0
0:00:07:09.5055542	2.828065786	6.759801433	0
0:00:07:09.5388884	2.82748449	6.753286387	0
0:00:07:09.5722225	2.828949054	6.74894554	0
0:00:07:09.6055567	2.828790519	6.753052359	0
0:00:07:09.6388909	2.830692942	6.755687064	0
0:00:07:09.6722251	2.837910073	6.757385657	0
0:00:07:09.7055593	2.833357845	6.759854278	0
0:00:07:09.7388934	2.831787591	6.764383858	0
0:00:07:09.7722276	2.833976888	6.756245713	0
0:00:07:09.8055618	2.835660381	6.765463407	0
0:00:07:09.8388960	2.832142408	6.76285135	0
0:00:07:09.8722301	2.837102298	6.760579011	0
0:00:07:09.9055643	2.831817788	6.764331012	0
0:00:07:09.9388985	2.830632548	6.756623178	0
0:00:07:09.9722327	2.832353788	6.761190504	0
0:00:07:10.0055669	2.836256776	6.757106333	0
0:00:07:10.0389010	2.834392099	6.767275239	0
0:00:07:10.0722352	2.834309057	6.765576647	0
0:00:07:10.1055694	2.832346239	6.76058656	0
0:00:07:10.1389036	2.829839871	6.762103969	0
0:00:07:10.1722377	2.83039852	6.766233436	0
0:00:07:10.2055719	2.832957732	6.764504646	0
0:00:07:10.2389061	2.833644718	6.752342725	0
0:00:07:10.2722403	2.82737125	6.760888532	0
0:00:07:10.3055745	2.8306099	6.753316584	0
0:00:07:10.3389086	2.823581502	6.750787569	0
0:00:07:10.3722428	2.833123817	6.762020927	0
0:00:07:10.4055770	2.829892716	6.757899009	0
0:00:07:10.4389111	2.834852606	6.765070844	0
0:00:07:10.4722453	2.838227143	6.761718955	0
0:00:07:10.5055795	2.838483819	6.752856077	0
0:00:07:10.5389137	2.831025111	6.774296088	0
0:00:07:10.5722479	2.832142408	6.754320641	0
0:00:07:10.6055820	2.837623199	6.762670167	0
0:00:07:10.6389162	2.832995479	6.755264304	0
0:00:07:10.6722504	2.834346803	6.757083685	0
0:00:07:10.7055846	2.835305564	6.750825315	0
0:00:07:10.7389187	2.834158071	6.762103969	0
0:00:07:10.7722529	2.834022183	6.755619121	0
0:00:07:10.8055871	2.829862519	6.748771906	0
0:00:07:10.8389213	2.831629055	6.764504646	0
0:00:07:10.8722554	2.834988494	6.753920528	0
0:00:07:10.9055896	2.833478634	6.767169549	0
0:00:07:10.9389238	2.828254518	6.751648189	0
0:00:07:10.9722580	2.831561112	6.752554105	0
0:00:07:11.0055922	2.824238291	6.753324134	0
0:00:07:11.0389263	2.830881675	6.746408975	0
0:00:07:11.0722605	2.839540721	6.750334611	0
0:00:07:11.1055947	2.829258575	6.753807289	0
0:00:07:11.1389289	2.832919986	6.747345088	0
0:00:07:11.1722631	2.822230177	6.752893823	0
0:00:07:11.2055972	2.832172605	6.761741603	0
0:00:07:11.2389314	2.833584324	6.75896346	0
0:00:07:11.2722656	2.83858951	6.759657996	0
0:00:07:11.3055998	2.837419368	6.764436703	0
0:00:07:11.3389339	2.838597059	6.753950725	0
0:00:07:11.3722681	2.833471084	6.767667803	0
0:00:07:11.4056023	2.835290466	6.768634113	0
0:00:07:11.4389365	2.836717283	6.76726769	0
0:00:07:11.4722707	2.837849678	6.773586454	0
0:00:07:11.5056048	2.835260268	6.763047632	0
0:00:07:11.5389390	2.835849114	6.762798505	0
0:00:07:11.5722732	2.832240549	6.761922786	0
0:00:07:11.6056074	2.83459593	6.764444252	0
0:00:07:11.6389415	2.835320663	6.761801997	0
0:00:07:11.6722757	2.829349167	6.759741038	0
0:00:07:11.7056099	2.830413618	6.757476248	0
0:00:07:11.7389441	2.832482126	6.759031404	0
0:00:07:11.7722783	2.833780606	6.755120867	0
0:00:07:11.8056124	2.833848549	6.766218337	0
0:00:07:11.8389466	2.836551199	6.765236928	0
0:00:07:11.8722808	2.830526858	6.759846728	0
0:00:07:11.9056150	2.830088998	6.76101687	0
0:00:07:11.9389491	2.83891413	6.759854278	0
0:00:07:11.9722833	2.836271875	6.766203239	0
0:00:07:12.0056175	2.835509395	6.767275239	0
0:00:07:12.0389517	2.835735874	6.763825209	0
0:00:07:12.0722858	2.832134858	6.76726769	0
0:00:07:12.1056200	2.834648775	6.75357326	0
0:00:07:12.1389542	2.830647646	6.762187011	0
0:00:07:12.1722884	2.820244711	6.74969292	0
0:00:07:12.2056226	2.828292265	6.745797482	0
0:00:07:12.2389567	2.832165056	6.760669602	0
0:00:07:12.2722909	2.830632548	6.764013942	0
0:00:07:12.3056251	2.836226579	6.758623742	0
0:00:07:12.3389593	2.828314913	6.768203803	0
0:00:07:12.3722934	2.83287469	6.752924021	0
0:00:07:12.4056276	2.828737674	6.761696307	0
0:00:07:12.4389618	2.835094184	6.754199852	0
0:00:07:12.4722960	2.83244438	6.754343289	0
0:00:07:12.5056302	2.830383421	6.75832177	0
0:00:07:12.5389643	2.832097112	6.745910721	0
0:00:07:12.5722985	2.835320663	6.758359516	0
0:00:07:12.6056327	2.839540721	6.768166057	0
0:00:07:12.6389669	2.829734181	6.759235235	0
0:00:07:12.6723011	2.829288772	6.75842746	0
0:00:07:12.7056352	2.830307928	6.758095291	0
0:00:07:12.7389694	2.833471084	6.756140022	0
0:00:07:12.7723036	2.828088434	6.752440866	0
0:00:07:12.8056377	2.833486183	6.747933934	0
0:00:07:12.8389719	2.831055309	6.755445487	0
0:00:07:12.8723061	2.835275367	6.760360081	0
0:00:07:12.9056403	2.827884603	6.751248076	0
0:00:07:12.9389745	2.829492604	6.756358952	0
0:00:07:12.9723086	2.836951312	6.765357717	0
0:00:07:13.0056428	2.830239984	6.762066223	0
0:00:07:13.0389770	2.82726556	6.754698106	0
0:00:07:13.0723112	2.821135529	6.739388126	0
0:00:07:13.1056453	2.822350966	6.746982722	0
0:00:07:13.1389795	2.827016433	6.748613371	0
0:00:07:13.1723137	2.825310292	6.747949032	0
0:00:07:13.2056479	2.824276037	6.750651681	0
0:00:07:13.2389821	2.829145336	6.744514101	0
0:00:07:13.2723162	2.830270181	6.742989142	0
0:00:07:13.3056504	2.829454857	6.746884581	0
0:00:07:13.3389846	2.82813373	6.745631397	0
0:00:07:13.3723187	2.831644154	6.745487961	0
0:00:07:13.4056529	2.829862519	6.75389788	0
0:00:07:13.4389871	2.8316819	6.748318948	0
0:00:07:13.4723213	2.82435153	6.747480976	0
0:00:07:13.5056555	2.828964153	6.757498896	0
0:00:07:13.5389897	2.826503081	6.744325368	0
0:00:07:13.5723238	2.82274353	6.745269031	0
0:00:07:13.6056580	2.829990857	6.742792861	0
0:00:07:13.6389922	2.832504774	6.739818437	0
0:00:07:13.6723264	2.828511195	6.745646496	0
0:00:07:13.7056606	2.826019926	6.748522779	0
0:00:07:13.7389947	2.833584324	6.75336188	0
0:00:07:13.7723289	2.822403811	6.748341596	0
0:00:07:13.8056631	2.825959531	6.747526271	0
0:00:07:13.8389973	2.826140715	6.747511173	0
0:00:07:13.8723314	2.826669165	6.746242891	0
0:00:07:13.9056656	2.826035024	6.751859569	0
0:00:07:13.9389998	2.829968209	6.750659231	0
0:00:07:13.9723340	2.829817223	6.749564582	0
0:00:07:14.0056681	2.83190083	6.755181261	0
0:00:07:14.0390023	2.830451365	6.753112753	0
0:00:07:14.0723365	2.831651703	6.745012355	0
0:00:07:14.1056707	2.831908379	6.757725375	0
0:00:07:14.1390049	2.833033225	6.748915343	0
0:00:07:14.1723390	2.829545449	6.738640746	0
0:00:07:14.2056732	2.826956039	6.742453142	0
0:00:07:14.2390074	2.831130802	6.749081427	0
0:00:07:14.2723416	2.827582631	6.739614605	0
0:00:07:14.3056758	2.826518179	6.74366103	0
0:00:07:14.3390099	2.832708605	6.747881089	0
0:00:07:14.3723441	2.831123252	6.75497743	0
0:00:07:14.4056783	2.836445509	6.752138894	0
0:00:07:14.4390124	2.830768435	6.744514101	0
0:00:07:14.4723466	2.829485054	6.753558162	0
0:00:07:14.5056808	2.828035589	6.747277145	0
0:00:07:14.5390150	2.826057672	6.746159848	0
0:00:07:14.5723492	2.829598294	6.748137765	0
0:00:07:14.6056833	2.831093055	6.75303726	0
0:00:07:14.6390175	2.825710404	6.748318948	0
0:00:07:14.6723517	2.824215643	6.757196924	0
0:00:07:14.7056859	2.82672956	6.757287516	0
0:00:07:14.7390200	2.829945562	6.74775275	0
0:00:07:14.7723542	2.82888866	6.752901373	0
0:00:07:14.8056884	2.82532539	6.7504554	0
0:00:07:14.8390226	2.825921785	6.753965824	0
0:00:07:14.8723567	2.827235363	6.744536749	0
0:00:07:14.9056909	2.82770342	6.75659298	0
0:00:07:14.9390251	2.82953035	6.754305543	0
0:00:07:14.9723593	2.831538464	6.758691686	0
0:00:07:15.0056935	2.831598858	6.762285152	0
0:00:07:15.0390276	2.831334633	6.757151628	0
0:00:07:15.0723618	2.831757393	6.753822387	0
0:00:07:15.1056960	2.827431645	6.751761429	0
0:00:07:15.1390302	2.829892716	6.748885145	0
0:00:07:15.1723643	2.828760321	6.751436809	0
0:00:07:15.2056985	2.827952546	6.75001754	0
0:00:07:15.2390327	2.825227249	6.754079064	0
0:00:07:15.2723669	2.829130237	6.763508139	0
0:00:07:15.3057010	2.831780041	6.748560525	0
0:00:07:15.3390352	2.826714461	6.749896752	0
0:00:07:15.3723694	2.827922349	6.746114552	0
0:00:07:15.4057036	2.83017959	6.760956476	0
0:00:07:15.4390378	2.833720211	6.758336869	0
0:00:07:15.4723719	2.834875254	6.760450672	0
0:00:07:15.5057061	2.830345674	6.755807853	0
0:00:07:15.5390403	2.833184211	6.751429259	0
0:00:07:15.5723745	2.828820716	6.761416983	0
0:00:07:15.6057087	2.826367193	6.751572696	0
0:00:07:15.6390428	2.827680772	6.748213258	0
0:00:07:15.6723770	2.828601786	6.7434421	0
0:00:07:15.7057112	2.829016998	6.744393312	0
0:00:07:15.7390454	2.824223192	6.748364244	0
0:00:07:15.7723795	2.830421167	6.746831736	0
0:00:07:15.8057137	2.833878747	6.759363573	0
0:00:07:15.8390479	2.833697563	6.751602893	0
0:00:07:15.8723821	2.833305	6.759771235	0
0:00:07:15.9057163	2.830194688	6.758887967	0
0:00:07:15.9390504	2.833569225	6.758027347	0
0:00:07:15.9723846	2.827982744	6.752048302	0
0:00:07:16.0057188	2.828209223	6.754675458	0
0:00:07:16.0390530	2.830156942	6.749036131	0
0:00:07:16.0723871	2.831077956	6.749632526	0
0:00:07:16.1057213	2.830806182	6.749919399	0
0:00:07:16.1390555	2.829515251	6.749919399	0
0:00:07:16.1723897	2.830579703	6.759484362	0
0:00:07:16.2057239	2.833841	6.753731796	0
0:00:07:16.2390580	2.832376436	6.756834558	0
0:00:07:16.2723922	2.829583195	6.755566276	0
0:00:07:16.3057264	2.823777784	6.747669708	0
0:00:07:16.3390606	2.833486183	6.751346217	0
0:00:07:16.3723947	2.834527986	6.763183519	0
0:00:07:16.4057289	2.829175533	6.751217879	0
0:00:07:16.4390631	2.830149393	6.755339797	0
0:00:07:16.4723973	2.832323591	6.754479176	0
0:00:07:16.5057314	2.824985672	6.754177204	0
0:00:07:16.5390656	2.826910743	6.759922221	0
0:00:07:16.5723998	2.830209787	6.747163905	0
0:00:07:16.6057340	2.830760886	6.75573236	0
0:00:07:16.6390682	2.833108718	6.751300921	0
0:00:07:16.6724023	2.830111646	6.748243455	0
0:00:07:16.7057365	2.832836943	6.759001207	0
0:00:07:16.7390707	2.836822974	6.759975067	0
0:00:07:16.7724049	2.830224886	6.753354331	0
0:00:07:16.8057390	2.830904323	6.750311963	0
0:00:07:16.8390732	2.826367193	6.74743568	0
0:00:07:16.8724074	2.824947925	6.748990836	0
0:00:07:16.9057416	2.830172041	6.750395005	0
0:00:07:16.9390757	2.829968209	6.749232413	0
0:00:07:16.9724099	2.829439758	6.745352073	0
0:00:07:17.0057441	2.828231871	6.741222606	0
0:00:07:17.0390783	2.825899137	6.750251569	0
0:00:07:17.0724125	2.828262068	6.74527658	0
0:00:07:17.1057466	2.834444944	6.753611007	0
0:00:07:17.1390808	2.828480997	6.75971839	0
0:00:07:17.1724150	2.830730689	6.756426896	0
0:00:07:17.2057492	2.829575646	6.746197595	0
0:00:07:17.2390833	2.829251026	6.747775398	0
0:00:07:17.2724175	2.822841671	6.747375285	0
0:00:07:17.3057517	2.831070407	6.742838156	0
0:00:07:17.3390859	2.826382292	6.749896752	0
0:00:07:17.3724200	2.825166855	6.746907229	0
0:00:07:17.4057542	2.828028039	6.742211564	0
0:00:07:17.4390884	2.82651063	6.740407282	0
0:00:07:17.4724226	2.824109953	6.74409134	0
0:00:07:17.5057568	2.826601222	6.739712746	0
0:00:07:17.5390909	2.825717954	6.746975173	0
0:00:07:17.5724251	2.827469391	6.744733031	0
0:00:07:17.6057593	2.829077392	6.752735288	0
0:00:07:17.6390935	2.826752208	6.752335175	0
0:00:07:17.6724276	2.825453728	6.743978101	0
0:00:07:17.7057619	2.828926406	6.745321876	0
0:00:07:17.7390960	2.829862519	6.7531505	0
0:00:07:17.7724302	2.829115139	6.73956931	0
0:00:07:17.8057644	2.825785897	6.738693591	0
0:00:07:17.8390985	2.836853171	6.743751622	0
0:00:07:17.8724327	2.825884038	6.747805596	0
0:00:07:17.9057669	2.830602351	6.745638947	0
0:00:07:17.9391011	2.829809674	6.745148242	0
0:00:07:17.9724353	2.827356152	6.740920634	0
0:00:07:18.0057694	2.825582066	6.747073313	0
0:00:07:18.0391036	2.830360773	6.7429061	0
0:00:07:18.0724378	2.829130237	6.743306213	0
0:00:07:18.1057720	2.830632548	6.748137765	0
0:00:07:18.1391061	2.826631419	6.74797168	0
0:00:07:18.1724403	2.833010577	6.736594886	0
0:00:07:18.2057745	2.828012941	6.747065764	0
0:00:07:18.2391087	2.827726067	6.739984521	0
0:00:07:18.2724429	2.827039081	6.735160519	0
0:00:07:18.3057770	2.830088998	6.743638382	0
0:00:07:18.3391112	2.823868375	6.743532692	0
0:00:07:18.3724454	2.829915364	6.746960074	0
0:00:07:18.4057796	2.829560547	6.745669144	0
0:00:07:18.4391137	2.835033789	6.756441994	0
0:00:07:18.4724479	2.827039081	6.751761429	0
0:00:07:18.5057821	2.826435137	6.748983286	0
0:00:07:18.5391163	2.829379364	6.750764921	0
0:00:07:18.5724504	2.827967645	6.753882782	0
0:00:07:18.6057846	2.82964359	6.750417653	0
0:00:07:18.6391188	2.825846292	6.756434445	0
0:00:07:18.6724530	2.824185446	6.751716133	0
0:00:07:18.7057872	2.828541392	6.750553541	0
0:00:07:18.7391213	2.827794011	6.741569874	0
0:00:07:18.7724555	2.829447308	6.748764357	0
0:00:07:18.8057897	2.827877053	6.75293157	0
0:00:07:18.8391239	2.828103532	6.751829372	0
0:00:07:18.8724580	2.833282352	6.75466036	0
0:00:07:18.9057922	2.826525729	6.741086719	0
0:00:07:18.9391264	2.824494967	6.730313868	0
0:00:07:18.9724606	2.830760886	6.74517089	0
0:00:07:19.0057947	2.8257557	6.744295171	0
0:00:07:19.0391289	2.827280659	6.741947339	0
0:00:07:19.0724631	2.823377671	6.74139624	0
0:00:07:19.1057973	2.823075699	6.747624412	0
0:00:07:19.1391315	2.827235363	6.744665087	0
0:00:07:19.1724656	2.823883474	6.748039624	0
0:00:07:19.2057998	2.829620942	6.747382835	0
0:00:07:19.2391340	2.827114574	6.742702269	0
0:00:07:19.2724682	2.820025782	6.743464748	0
0:00:07:19.3058023	2.823098347	6.743887509	0
0:00:07:19.3391365	2.814499694	6.738285929	0
0:00:07:19.3724707	2.818168654	6.735115223	0
0:00:07:19.4058049	2.817428823	6.734669814	0
0:00:07:19.4391390	2.816032202	6.737878267	0
0:00:07:19.4724732	2.823438065	6.727158261	0
0:00:07:19.5058074	2.819497331	6.735832406	0
0:00:07:19.5391416	2.823543755	6.738519957	0
0:00:07:19.5724758	2.821143078	6.741464184	0
0:00:07:19.6058099	2.822048994	6.745888073	0
0:00:07:19.6391441	2.823656995	6.742128522	0
0:00:07:19.6724783	2.825068714	6.735507786	0
0:00:07:19.7058125	2.821830064	6.743366607	0
0:00:07:19.7391467	2.824864883	6.744612242	0
0:00:07:19.7724808	2.824970573	6.735236012	0
0:00:07:19.8058150	2.828352659	6.742324804	0
0:00:07:19.8391492	2.824736545	6.746718496	0
0:00:07:19.8724833	2.824200545	6.743472298	0
