Time,ROI-1-_sig_410,ROI-1-_sig_470,ROI-2-_sig_410,ROI-2-_sig_470,Input_DIO-1-bpod,
0:00:03:48.0370478,1.1721788287581585,3.164236052558267,1.9970086843840238,4.506161856323711,0,
0:00:03:48.0703820,1.171974580835392,3.161308498998611,1.9906068782895778,4.499020218864577,0,
0:00:03:48.1037165,1.167903238908242,3.160123861046564,1.9926678370912096,4.503678136742257,0,
0:00:03:48.1370503,1.1743030071549325,3.163813940184549,1.9937926827375214,4.493894244409236,0,
0:00:03:48.1703845,1.1715116188771206,3.173822088400118,1.9944268239072542,4.505225743168391,0,
0:00:03:48.2037187,1.1682572686410377,3.178628722849228,1.9922224284124688,4.511476563270043,0,
0:00:03:48.2370529,1.1717430998562561,3.183040477980989,1.9992810235755663,4.513552620670954,0,
0:00:03:48.2703870,1.1693057413112402,3.172460435581673,1.9950987115751853,4.516330762938355,0,
0:00:03:48.3037212,1.1688972454657067,3.1799903756676726,1.991912907127242,4.521245357003785,0,
0:00:03:48.3370554,1.1689244785220756,3.168988220894639,1.993754936239323,4.5086757731037235,0,
0:00:03:48.3703896,1.1751472319023681,3.2178715570768053,1.99358885164725,4.508796561897958,0,
0:00:03:48.4037238,1.1653841811941195,3.218770247936979,1.994245640715902,4.517183833797639,0,
0:00:03:48.4370579,1.170939724693374,3.2081902055376634,1.996065021929064,4.514677466317266,0,
0:00:03:48.4703921,1.1678760058518731,3.203152090109418,1.999409361669441,4.509483548165169,0,
0:00:03:48.5037263,1.1660650076033416,3.1949821731987496,1.996812402593392,4.508162420728225,0,
0:00:03:48.5370605,1.1699321016077247,3.186430993498916,1.9935737530479707,4.4969668093625845,0,
0:00:03:48.5703946,1.1668139166534863,3.1874113835281963,1.9969256420879873,4.498740894777909,0,
0:00:03:48.6037288,1.1654114142504883,3.177280686558968,1.9954006835607725,4.490708439961293,0,
0:00:03:48.6370630,1.1640089118474901,3.1764909279242697,1.9928641188818415,4.486435536365236,0,
0:00:03:48.6703972,1.1632055366846077,3.1605459734202817,1.9905917796902985,4.4797166596859235,0,
0:00:03:48.7037313,1.1655748125887015,3.157727352086101,1.993317076860222,4.4769234188192435,0,
0:00:03:48.7370655,1.166895615822593,3.1479643013778524,1.9916411323402134,4.474764319122296,0,
0:00:03:48.7703997,1.1662011728851862,3.1435253131897225,1.9886742575818206,4.474643530328061,0,
0:00:03:48.8037339,1.1730911361465166,3.1424087578785973,1.9933019782609422,4.478538968942134,0,
0:00:03:48.8370681,1.1657109778705461,3.127770990080317,1.9886214124843429,4.481581336696924,0,
0:00:03:48.8704022,1.170789942883345,3.1273352611784144,1.988576116686505,4.47932409610466,0,
0:00:03:48.9037364,1.1655203464759638,3.1218341837918975,1.9938606264342784,4.485355986516763,0,
0:00:03:48.9370706,1.1673994273654176,3.1191244946831924,1.994155049120226,4.488013339989928,0,
0:00:03:48.9704048,1.1680121711337177,3.1210444251571996,1.9932566824631044,4.482660886545398,0,
0:00:03:49.0037389,1.1698231693822492,3.1117171033508533,1.9945929084993272,4.482230576465936,0,
0:00:03:49.0370731,1.1740034435348747,3.1155297312424985,1.9948420353874365,4.48703193103677,0,
0:00:03:49.0704073,1.169850402438618,3.1152846337351785,1.9944645704054527,4.487213114228123,0,
0:00:03:49.1037415,1.1640769944884124,3.102825510446409,1.9893083987515534,4.482223027166297,0,
0:00:03:49.1370756,1.1654250307786727,3.1103554505324085,1.9856922842241485,4.481490745101248,0,
0:00:03:49.1704098,1.168475133091989,3.1051811698223184,1.9905540331921001,4.485355986516763,0,
0:00:03:49.2037440,1.1685023661483578,3.097406132228999,1.9953553877629344,4.478335137851863,0,
0:00:03:49.2370782,1.1674947430627087,3.1018315038889446,1.990863554477327,4.482170182068819,0,
0:00:03:49.2704123,1.1686249149020178,3.10218553362174,1.986658594578027,4.475556995584462,0,
0:00:03:49.3037465,1.1647169713130814,3.113201304922958,1.992750879387246,4.480328152956738,0,
0:00:03:49.3370807,1.1706537776015005,3.1107639463779417,1.9912485687589505,4.478312489952944,0,
0:00:03:49.3704149,1.1685568322610955,3.112384313231891,1.9951968524705015,4.481543590198726,0,
0:00:03:49.4037491,1.1659696919060507,3.1188793971758724,1.9876022570329865,4.483385619310806,0,
0:00:03:49.4370833,1.1691559595012113,3.1174632782446903,1.9926753863908493,4.484434971960721,0,
0:00:03:49.4704174,1.1699321016077247,3.1296636874979544,1.9863264253938813,4.494415146084374,0,
0:00:03:49.5037516,1.1678760058518731,3.127498659516628,1.9924866538998574,4.486933790141454,0,
0:00:03:49.5370858,1.1663101051106617,3.132196361740262,1.9913769068528249,4.4856730571016294,0,
0:00:03:49.5704199,1.1638318969810924,3.1376021234294877,1.992328118607424,4.489191030733719,0,
0:00:03:49.6037541,1.167930471964611,3.1495302021190636,1.9901010752137196,4.494618977174646,0,
0:00:03:49.6370883,1.1754876451069793,3.16488964591112,1.996540627806364,4.490927369650843,0,
0:00:03:49.6704225,1.1696733875722203,3.1847153109476762,1.991792118333007,4.491553961520937,0,
0:00:03:49.7037566,1.1685432157329112,3.2008372803180616,1.9880627643110067,4.487364100220916,0,
0:00:03:49.7370908,1.1697687032695114,3.2057800800490166,1.9887422012785778,4.488889058748131,0,
0:00:03:49.7704250,1.166990931519884,3.2060115610281517,1.9929094146796793,4.490127143889038,0,
0:00:03:49.8037592,1.1655339630041484,3.2200638181145016,1.9889535816684887,4.488866410849212,0,
0:00:03:49.8370934,1.171579701518043,3.224502806302631,1.989489581942906,4.490149791787958,0,
0:00:03:49.8704276,1.1677670736263976,3.230902574549322,1.9934152177555378,4.496876217766909,0,
0:00:03:49.9037617,1.1693874404803468,3.235287096624714,1.9905464838924607,4.488405903571191,0,
0:00:03:49.9370959,1.170517612319656,3.23279527196696,1.9899802864194847,4.4879227483942525,0,
0:00:03:49.9704301,1.1696325379876669,3.2445054862055844,1.993317076860222,4.491425623427062,0,
0:00:03:50.0037642,1.1700682668895692,3.2506601569449547,1.9963367967160925,4.492459877477698,0,
0:00:03:50.0370984,1.1713618370670917,3.2518584114251867,1.9910824841668777,4.484835084841625,0,
0:00:03:50.0704326,1.1709261081651894,3.2507418561140615,1.9893083987515534,4.492014468798957,0,
0:00:03:50.1037668,1.168965328106629,3.241877496265986,1.9878287360221767,4.4789843776208755,0,
0:00:03:50.1371010,1.170490379263287,3.2521443585170595,1.9909390474737236,4.486858297145059,0,
0:00:03:50.1704351,1.170789942883345,3.240161813714746,1.990833357278768,4.487311255123438,0,
0:00:03:50.2037693,1.1708444089960828,3.2316787166558347,1.9959819796330278,4.483883873087025,0,
0:00:03:50.2371035,1.1750246831487081,3.2328769711360668,1.9931434429685093,4.4884436500693905,0,
0:00:03:50.2704377,1.1696733875722203,3.2386639956144565,1.9914146533510233,4.483098745924499,0,
0:00:03:50.3037718,1.1758552913679594,3.2442331556418957,1.993218935964906,4.487824607498936,0,
0:00:03:50.3371060,1.174902134395048,3.2501835784584996,1.9969784871854652,4.491908778604002,0,
0:00:03:50.3704402,1.171702250271703,3.2472287918424745,1.994011612427072,4.487499987614431,0,
0:00:03:50.4037744,1.171797565968994,3.240284362468406,1.9933925698566186,4.4901120452897585,0,
0:00:03:50.4371086,1.1708444089960828,3.2306302439856327,1.9938379785353597,4.491335031831386,0,
0:00:03:50.4704427,1.1670862472171752,3.225524045916465,1.9923734144052623,4.479928040075834,0,
0:00:03:50.5037769,1.1657654439832839,3.2103280004626216,1.9903049063039908,4.476160939555636,0,
0:00:03:50.5371111,1.1664326538643217,3.2039554652723004,1.9877909895239787,4.4770291090141985,0,
0:00:03:50.5704452,1.1695916884031137,3.2104505492162816,1.9942154435173434,4.476364770645907,0,
0:00:03:50.6037794,1.1656837448141772,3.198944582900424,1.9880174685131689,4.472023923353094,0,
0:00:03:50.6371136,1.166868382766224,3.2009189794871684,1.9900406808166022,4.47022719003885,0,
0:00:03:50.6704478,1.1666777513716418,3.2015725728400217,1.993475612152655,4.474447248537429,0,
0:00:03:50.7037820,1.1720562800044987,3.1963029764326407,1.9929773583764365,4.4808188574333165,0,
0:00:03:50.7371161,1.1733498501820212,3.1916052742090066,1.9977862622469102,4.478440828046819,0,
0:00:03:50.7704503,1.167440276949971,3.1779342799118213,1.9932264852645458,4.483634746198915,0,
0:00:03:50.8037845,1.1690061776911824,3.1710034670659373,1.9922979214088654,4.48308364732522,0,
0:00:03:50.8371187,1.1720562800044987,3.165475156623052,1.9948797818856348,4.475775925274013,0,
0:00:03:50.8704529,1.170885258580636,3.160818303983971,1.99079561078057,4.468611639915959,0,
0:00:03:50.9037870,1.1650437679895083,3.160028545349273,1.9971823182757362,4.4751946292017575,0,
0:00:03:50.9371212,1.170422296622365,3.1607910709276017,1.9941927956184242,4.47630437624879,0,
0:00:03:50.9704554,1.1675219761190776,3.1477055873423474,1.9887271026792985,4.471804993663543,0,
0:00:03:51.0037895,1.1718792651381007,3.1407611579682797,1.9901463710115574,4.461975805532684,0,
0:00:03:51.0371237,1.1625383268035698,3.130181115568964,1.9906144275892177,4.462723186197012,0,
0:00:03:51.0704579,1.1712256717852472,3.126763366994668,1.993732288340404,4.4737376143712995,0,
0:00:03:51.1037921,1.1662147894133705,3.118402818689417,1.9912334701596712,4.467539639367125,0,
0:00:03:51.1371263,1.1691287264448424,3.1244485572033116,1.9894669340439868,4.47233344463832,0,
0:00:03:51.1704604,1.1705856949605782,3.125020451387058,1.991935555026161,4.476176038154915,0,
0:00:03:51.2037946,1.1639952953193056,3.1154616486015763,1.9893234973508327,4.47280905051562,0,
0:00:03:51.2371288,1.1703542139814427,3.120363598747977,1.9942229928169832,4.4850917610293735,0,
0:00:03:51.2704630,1.1601826674276605,3.122065664771033,1.9893310466504726,4.486609170256949,0,
0:00:03:51.3037972,1.1673721943090487,3.109102729939439,1.9931736401670679,4.476606348234377,0,
0:00:03:51.3371313,1.1659969249624196,3.100551550239606,1.9901463710115574,4.470242288638129,0,
0:00:03:51.3704655,1.1607545616114072,3.103002525312807,1.987896679718934,4.468271921432174,0,
0:00:03:51.4037997,1.1665960522025351,3.1001566709222574,1.9939814152285134,4.474001839858689,0,
0:00:03:51.4371339,1.1640633779602279,3.10267572863638,1.9871794962531646,4.473594177678146,0,
0:00:03:51.4704680,1.1639544457347524,3.102893593087331,1.9922299777121082,4.472642965923547,0,
0:00:03:51.5038022,1.1646352721439748,3.099680092435802,1.9928716681814809,4.479158011512588,0,
0:00:03:51.5371364,1.1642948589393636,3.0987269354628904,1.99079561078057,4.478259644855466,0,
0:00:03:51.5704706,1.168842779352969,3.0950232397967206,1.9866208480798284,4.473345050790036,0,
0:00:03:51.6038047,1.1652343993840903,3.101586406381624,1.989904793423088,4.474696375425538,0,
0:00:03:51.6371389,1.1684615165638044,3.0933075572454802,1.9924942031994972,4.470906627006421,0,
0:00:03:51.6704731,1.1695780718749291,3.099149047836608,1.9931736401670679,4.466611075511445,0,
0:00:03:51.7038073,1.1682300355846689,3.0954317356422543,1.991286315257149,4.471933331757417,0,
0:00:03:51.7371414,1.1695780718749291,3.106801536676268,1.9880476657117274,4.474462347136709,0,
0:00:03:51.7704756,1.1628651234799967,3.104554809525834,1.9898066525277722,4.470846232609304,0,
0:00:03:51.8038098,1.167508359590893,3.1034246376865244,1.9919959494232784,4.476847925822847,0,
0:00:03:51.8371440,1.1673313447244953,3.109306977862206,1.98612259430361,4.476447812941943,0,
0:00:03:51.8704782,1.1644174076930236,3.108027024212868,1.9861603408018085,4.4684229074249675,0,
0:00:03:51.9038123,1.1697278536849582,3.113909364388549,1.9919053578276025,4.470106401244616,0,
0:00:03:51.9371465,1.1665824356743506,3.1160471593135077,1.9902143147083147,4.471397331483,0,
0:00:03:51.9704807,1.1686385314302021,3.1116354041817464,1.9924111609034607,4.460971748680607,0,
0:00:03:52.0038149,1.1673721943090487,3.1081359564383435,1.9884704264915494,4.46673186430568,0,
0:00:03:52.0371490,1.1665279695616129,3.1092797448058374,1.990742765683092,4.47374516367094,0,
0:00:03:52.0704832,1.1708716420524516,3.1083402043611104,1.9889158351702905,4.4633799752656635,0,
0:00:03:52.1038174,1.1662147894133705,3.095622367036836,1.9926753863908493,4.466127920334506,0,
0:00:03:52.1371516,1.1644446407493925,3.1294049734624503,1.985707382823428,4.469834626457587,0,
0:00:03:52.1704857,1.158984412947429,3.10625687554889,1.9873304822459583,4.462602397402777,0,
0:00:03:52.2038199,1.1693874404803468,3.10552158302693,1.986492509985954,4.464874736594319,0,
0:00:03:52.2371541,1.1618302673379786,3.10895294812941,1.9874286231412739,4.465403187569097,0,
0:00:03:52.2704883,1.1652752489686438,3.0967389223479613,1.9858659181158609,4.460541438601145,0,
0:00:03:52.3038225,1.1645263399184993,3.082210086775156,1.988523271589027,4.4646709055040485,0,
0:00:03:52.3371566,1.1654250307786727,3.0889638847546412,1.9881458066070434,4.467954850847308,0,
0:00:03:52.3704908,1.1651799332713526,3.078969353067257,1.9926225412933716,4.464127355929992,0,
0:00:03:52.4038250,1.1597333219975736,3.055902954322803,1.9860395520075735,4.460216818716639,0,
0:00:03:52.4371591,1.164730587841266,3.0439884921614118,1.9900029343184038,4.457416028550319,0,
0:00:03:52.4704933,1.1542186280828723,3.0410337055453867,1.9911730757625536,4.45693287337338,0,
0:00:03:52.5038275,1.1554441156194726,3.034593087714143,1.9882439475023592,4.460239466615558,0,
0:00:03:52.5371617,1.1641450771293345,3.038487414774895,1.9861150450039702,4.458057719019692,0,
0:00:03:52.5704959,1.1655475795323327,3.0433485153367426,1.9849449035598203,4.455943915120582,0,
0:00:03:52.6038300,1.1638999796220146,3.0424498244765688,1.9848316640652253,4.457174450961849,0,
0:00:03:52.6371642,1.1634234011355589,3.032223811810049,1.988576116686505,4.45900893077429,0,
0:00:03:52.6704984,1.1689380950502601,3.0302630317514887,1.9907276670838128,4.449617602022533,0,
0:00:03:52.7038326,1.1634097846073743,3.025987441901572,1.9826121699711603,4.458495578398793,0,
0:00:03:52.7371667,1.1683662008665134,3.024367075047623,1.9895801735385819,4.459635522644383,0,
0:00:03:52.7705009,1.1652752489686438,3.029813686321402,1.989036623964525,4.464920032392158,0,
0:00:03:52.8038351,1.1610949748160184,3.0315021358162735,1.9912334701596712,4.462187185922595,0,
0:00:03:52.8371693,1.1631374540436856,3.038882294092244,1.9870511581592902,4.466301554226218,0,
0:00:03:52.8705035,1.16290597306455,3.0412788030527063,1.9905238359935415,4.465591920060088,0,
0:00:03:52.9038376,1.1683798173946978,3.04661648210101,1.9901614696108367,4.470649950818673,0,
0:00:03:52.9371718,1.169904868551356,3.0529617842349626,1.9942229928169832,4.476953616017802,0,
0:00:03:52.9705060,1.171307370954354,3.061798911026669,1.995763049943477,4.4759042633678865,0,
0:00:03:53.0038401,1.1681074868310088,3.0694513998663284,1.9938832743331976,4.476387418544826,0,
0:00:03:53.0371743,1.1641314606011501,3.0632558795424045,1.9921091889178737,4.472650515223187,0,
0:00:03:53.0705085,1.1703542139814427,3.0660064182356632,1.9929924569757158,4.4722353037430045,0,
0:00:03:53.1038427,1.1691014933884736,3.078942120010888,1.9977938115465501,4.475489051887704,0,
0:00:03:53.1371769,1.166500736505244,3.0889230351700885,1.9905842303906587,4.480124321866466,0,
0:00:03:53.1705110,1.1687746967120467,3.100211137034995,1.9919053578276025,4.477164996407713,0,
0:00:03:53.2038452,1.1690197942193667,3.1038467500602427,1.9896405679356994,4.476145840956357,0,
0:00:03:53.2371794,1.1673177281963107,3.11721818073737,1.9921544847157118,4.475655136479777,0,
0:00:03:53.2705136,1.1699184850795403,3.1259872248881537,1.9877985388236181,4.471268993389125,0,
0:00:03:53.3038477,1.1685159826765423,3.130821092393633,1.991210822260752,4.480682970039803,0,
0:00:03:53.3371819,1.1676989909854756,3.1361587714419366,1.9908560051776871,4.478833391628082,0,
0:00:03:53.3705161,1.1676036752881842,3.1397126852980772,1.990908850275165,4.4708839791075015,0,
0:00:03:53.4038503,1.170735476770607,3.153492611820738,1.9920714424196753,4.478727701433126,0,
0:00:03:53.4371844,1.1685159826765423,3.1677218837734857,1.9932566824631044,4.480932096927912,0,
0:00:03:53.4705186,1.1697414702131426,3.1800448417804104,1.9953251905643759,4.478033165866276,0,
0:00:03:53.5038528,1.1717703329126252,3.185273588603238,1.9938304292357198,4.484646352350633,0,
0:00:03:53.5371870,1.1701499660586758,3.1876292479791477,1.9930302034739142,4.481747421288997,0,
0:00:03:53.5705212,1.1720562800044987,3.1897534263759217,1.993196288065987,4.481128378718544,0,
0:00:03:53.6038553,1.166922848878962,3.1908155155743088,1.9939814152285134,4.4821324355706205,0,
0:00:03:53.6371895,1.166405420807953,3.1890453669103302,1.9901765682101165,4.47304307880445,0,
0:00:03:53.6705237,1.169537222290376,3.192081852695462,1.9915731886434564,4.479082518516191,0,
0:00:03:53.7038579,1.1703814470378116,3.201640655480944,1.9926225412933716,4.478116208162312,0,
0:00:03:53.7371921,1.1703542139814427,3.2142223275233737,1.9891121169609218,4.476991362516,0,
0:00:03:53.7705262,1.1689244785220756,3.229295824223557,1.9930679499721125,4.479497729996373,0,
0:00:03:53.8038604,1.1682845016974066,3.2566922789306654,1.9904709908960636,4.484223591570811,0,
0:00:03:53.8371946,1.1726145576600608,3.2728687144137885,1.9914674984485012,4.476523305938341,0,
0:00:03:53.8705287,1.166623285258904,3.2787510545894705,1.98822884890308,4.473820656667336,0,
0:00:03:53.9038629,1.1694282900649002,3.287724346663021,1.9930226541742744,4.47397919195977,0,
0:00:03:53.9371971,1.167930471964611,3.3026208284968064,1.9938455278349991,4.48752263551335,0,
0:00:03:53.9705313,1.1681483364155623,3.3023484979331177,1.9907729628816508,4.4789239832237575,0,
0:00:03:54.0038655,1.1664190373361374,3.3081627554678765,1.9920789917193147,4.4815284915994456,0,
0:00:03:54.0371996,1.1642131597702567,3.3216022687859263,1.9925470482969747,4.484231140870451,0,
0:00:03:54.0705338,1.16339616807919,3.3101780016391746,1.9966916137991575,4.4836120982999965,0,
0:00:03:54.1038680,1.1721652122299742,3.320254232495666,1.991701526737331,4.485831592394062,0,
0:00:03:54.1372022,1.1577453088826444,3.299012448527928,1.987028510260371,4.480796209534398,0,
0:00:03:54.1705363,1.164853136594926,3.2853686872871113,1.9924866538998574,4.485386183715321,0,
0:00:03:54.2038705,1.1662692555261085,3.2973239990330567,1.9956573597485214,4.4819663509785475,0,
0:00:03:54.2372047,1.1682028025282998,3.282318584973795,1.991188174361833,4.479995983772592,0,
0:00:03:54.2705389,1.1630421383463942,3.2729231805265266,1.9928414709829223,4.482079590473143,0,
0:00:03:54.3038731,1.1651254671586149,3.2650392107077315,1.9901086245133595,4.47141243008228,0,
0:00:03:54.3372072,1.168720230599309,3.253996206350145,1.9938908236328372,4.477557559988977,0,
0:00:03:54.3705414,1.1684342835074357,3.25165416350242,1.9922299777121082,4.470544260623717,0,
0:00:03:54.4038756,1.165588429116886,3.240461377334804,1.990025582217323,4.469147640190377,0,
0:00:03:54.4372098,1.172859655167381,3.2295681547872457,1.991165526462914,4.4665053853164896,0,
0:00:03:54.4705439,1.1717703329126252,3.225701060782863,1.9924866538998574,4.465493779164773,0,
0:00:03:54.5038781,1.1697823197976958,3.221112290784704,1.9947061479939223,4.461386960160789,0,
0:00:03:54.5372123,1.1707082437142382,3.213500651529598,1.9907503149827317,4.465493779164773,0,
0:00:03:54.5705465,1.1699184850795403,3.2009870621280907,1.992169583314991,4.457068760766894,0,
0:00:03:54.6038806,1.1667322174843797,3.2029614587148356,1.9882137503038002,4.454252872001295,0,
0:00:03:54.6372148,1.1676581414009222,3.184851476229521,1.9920789917193147,4.461764425142773,0,
0:00:03:54.6705490,1.169115109916658,3.1829996283964355,1.9926225412933716,4.4653805396701785,0,
0:00:03:54.7038832,1.167263262083573,3.180589502907788,1.9872323413506425,4.461628537749259,0,
0:00:03:54.7372174,1.1661739398288171,3.1654343070384985,1.9902822584050717,4.45320351935138,0,
0:00:03:54.7705515,1.1667594505407486,3.169886911754813,1.991210822260752,4.456434619597161,0,
0:00:03:54.8038857,1.1702044321714138,3.159184320601837,1.9912032729611122,4.457770845633384,0,
0:00:03:54.8372199,1.1698095528540648,3.1595519668628174,1.9898896948238087,4.462111692926198,0,
0:00:03:54.8705540,1.169237658670318,3.1603689585538843,1.989693413033177,4.462081495727639,0,
0:00:03:54.9038882,1.16339616807919,3.144532936275372,1.9870889046574884,4.454690731380396,0,
0:00:03:54.9372224,1.1674130438936021,3.140938172834677,1.9862660309967637,4.455913717922024,0,
0:00:03:54.9705566,1.1650029184049548,3.144056357788916,1.987692848628663,4.457355634153202,0,
0:00:03:55.0038908,1.1709261081651894,3.1364311020056257,1.9883194404987559,4.459620424045105,0,
0:00:03:55.0372249,1.1662147894133705,3.1392088737552526,1.9842352693936907,4.453701773127598,0,
0:00:03:55.0705591,1.1674130438936021,3.135123915299918,1.985843270216942,4.455490957142201,0,
0:00:03:55.1038933,1.1678487727955045,3.129023710673286,1.982906592657108,4.448243629488112,0,
0:00:03:55.1372275,1.164730587841266,3.1370710788302945,1.9808607324547551,4.447035741545764,0,
0:00:03:55.1705617,1.1581674212563622,3.1332993005232024,1.9877079472279422,4.455966563019501,0,
0:00:03:55.2038958,1.170817175939714,3.129323274293344,1.9965330785067241,4.45039517988542,0,
0:00:03:55.2372300,1.1674130438936021,3.148454496392492,1.9894367368454282,4.4629421158865625,0,
0:00:03:55.2705642,1.1672087959708353,3.1658428028840317,1.990372850000748,4.452086223004708,0,
0:00:03:55.3038984,1.1641178440729658,3.1820600879517085,1.9861754394010878,4.454864365272108,0,
0:00:03:55.3372326,1.166105857187895,3.1899304412423195,1.985050593754776,4.453679125228679,0,
0:00:03:55.3705667,1.1679849380773488,3.2043639611178336,1.98565453772595,4.458238902211043,0,
0:00:03:55.4039009,1.1637774308683544,3.207196198980199,1.9897009623328168,4.462021101330522,0,
0:00:03:55.4372351,1.1708035594115294,3.213718515980549,1.9872474399499218,4.460488593503667,0,
0:00:03:55.4705692,1.1668275331816707,3.217095414970292,1.9916713295387725,4.461235974167995,0,
0:00:03:55.5039034,1.1698912520231715,3.222719041110469,1.991558090044177,4.460956650081327,0,
0:00:03:55.5372376,1.1705720784323939,3.2287511630961787,1.9867491861737032,4.46695079399523,0,
0:00:03:55.5705718,1.172859655167381,3.2349466834201026,1.9916033858420155,4.465146511381348,0,
0:00:03:55.6039060,1.1706265445451316,3.2416460152868507,1.9913165124557075,4.462104143626558,0,
0:00:03:55.6372401,1.1688155462966001,3.2422315259987817,1.9913467096542663,4.463115749778275,0,
0:00:03:55.6705743,1.1732273014283612,3.245118229973885,1.988855440773173,4.461364312261869,0,
0:00:03:55.7039085,1.1715116188771206,3.2459760712495047,1.9923885130045416,4.462134340825116,0,
0:00:03:55.7372427,1.1726554072446143,3.254704265815736,1.993943668730315,4.470431021129122,0,
0:00:03:55.7705768,1.167807923210951,3.25422768732928,1.9932038373656267,4.458654113691226,0,
0:00:03:55.8039110,1.1719201147226541,3.2499793305357327,1.9893083987515534,4.464134905229631,0,
0:00:03:55.8372452,1.165983308434235,3.2424357739215486,1.9896783144338976,4.465040821186392,0,
0:00:03:55.8705794,1.1696870041004048,3.2777298149756366,1.9913165124557075,4.46462560970621,0,
0:00:03:55.9039135,1.1668547662380397,3.2734542251257204,1.9860923971050513,4.459167466066724,0,
0:00:03:55.9372477,1.170367830509627,3.2694237327831237,1.9865831015816304,4.468536146919563,0,
0:00:03:55.9705819,1.1699184850795403,3.2688654551275613,1.9878287360221767,4.4739640933604905,0,
0:00:03:56.0039161,1.1702044321714138,3.2583671118973525,1.9906974698852542,4.466294004926579,0,
0:00:03:56.0372502,1.1671134802735441,3.248372580209968,1.9862660309967637,4.4675471886667655,0,
0:00:03:56.0705844,1.1716886337435186,3.233421632263445,1.988130708007764,4.4599223960306915,0,
0:00:03:56.1039186,1.1722332948708964,3.241564316117744,1.9869907637621727,4.4648596379950405,0,
0:00:03:56.1372528,1.1687883132402312,3.224611738528107,1.9847184245706302,4.460715072492858,0,
0:00:03:56.1705870,1.173526865048419,3.2182255868096012,1.9887874970764157,4.4602545652148375,0,
0:00:03:56.2039211,1.1701091164741226,3.204677141266076,1.9897538074302945,4.454569942586161,0,
0:00:03:56.2372553,1.1670590141608064,3.2055894486544334,1.9861829887007272,4.462451411409983,0,
0:00:03:56.2705895,1.169360207423978,3.188364540501108,1.987081355357849,4.456411971698242,0,
0:00:03:56.3039237,1.164825903538557,3.179731661632168,1.9854507066356788,4.448364418282346,0,
0:00:03:56.3372578,1.1702316652277827,3.1771172882207543,1.9879495248164116,4.450953828058756,0,
0:00:03:56.3705920,1.1673041116681264,3.1778253476863454,1.985586594029193,4.452312701993898,0,
0:00:03:56.4039262,1.1717158667998875,3.169383100211988,1.9878211867225373,4.453913153517509,0,
0:00:03:56.4372604,1.1716886337435186,3.1736042239491664,1.9857300307223467,4.4507122504702865,0,
0:00:03:56.4705946,1.1653841811941195,3.1659517351095072,1.984695776671711,4.451950335611193,0,
0:00:03:56.5039287,1.1678215397391354,3.173917404097409,1.985118537451533,4.450229095293347,0,
0:00:03:56.5372629,1.1666096687307195,3.17783896421453,1.9857149321230674,4.453482843438048,0,
0:00:03:56.5705971,1.1651799332713526,3.1728280818426535,1.983344452036209,4.451874842614796,0,
0:00:03:56.6039313,1.1645263399184993,3.1732093446318177,1.9875192147369503,4.447284868433873,0,
0:00:03:56.6372654,1.1635051003046657,3.174598230506632,1.9873304822459583,4.452675068376602,0,
0:00:03:56.6705996,1.1641450771293345,3.1792006170329747,1.984507044180719,4.448643742369015,0,
0:00:03:56.7039338,1.1636140325301412,3.177689182404501,1.98542050943712,4.448719235365411,0,
0:00:03:56.7372680,1.1659424588496816,3.1713847298551014,1.9882590461016385,4.443215795928087,0,
0:00:03:56.7706022,1.1666096687307195,3.1767087923752206,1.984673128772792,4.45179180031876,0,
0:00:03:56.8039363,1.1654114142504883,3.175415222197698,1.9822649021877352,4.452939293863991,0,
0:00:03:56.8372705,1.163668498642879,3.1715072786087624,1.9823101979855733,4.44921748914163,1,
0:00:03:56.8706047,1.1688700124093379,3.1811613970915356,1.9836388747221563,4.449708193618209,1,
0:00:03:56.9039388,1.1659152257933127,3.1885279388393215,1.9869228200654157,4.455815577026708,1,
0:00:03:56.9372730,1.1677670736263976,3.1876700975637013,1.988266595401278,4.461983354832324,1,
0:00:03:56.9706072,1.1752697806560282,3.2024440306438264,1.9849901993576584,4.45927315626168,1,
0:00:03:57.0039414,1.1714707692925674,3.2138410647342086,1.9867189889751447,4.453611181531922,1,
0:00:03:57.0372756,1.1768356813972398,3.221139523841073,1.9895877228382217,4.459091973070327,1,
0:00:03:57.0706097,1.1755284946915328,3.201640655480944,1.992403611603821,4.460639579496461,1,
0:00:03:57.1039439,1.1717703329126252,3.1990807481822676,1.9906370754881366,4.4611302839730405,1,
0:00:03:57.1372781,1.168420666979251,3.21543419853179,1.991588287242736,4.466580878312887,1,
0:00:03:57.1706123,1.1744255559085923,3.200197303493393,1.9848618612637838,4.456887577575541,1,
0:00:03:57.2039464,1.1730775196183323,3.2353143296810827,1.986077298505772,4.463757440247647,1,
0:00:03:57.2372806,1.167263262083573,3.247800686026221,1.981759099111877,4.4716313597718305,1,
0:00:03:57.2706148,1.1667049844280108,3.2256602111983095,1.9844315511843225,4.468619189215599,1,
0:00:03:57.3039490,1.1687338471274935,3.2382554997689232,1.988825243574614,4.473586628378507,1,
0:00:03:57.3372831,1.1650029184049548,3.250292510683975,1.9877834402243388,4.465886342746036,1,
0:00:03:57.3706173,1.1736085642175256,3.247324107539765,1.9897538074302945,4.458299296608161,1,
0:00:03:57.4039515,1.1731183692028855,3.248372580209968,1.9922979214088654,4.456804535279505,1,
0:00:03:57.4372857,1.176304636798046,3.2570871582480145,1.9878664825203751,4.4585257755973515,1,
